Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,,
SPY201005C343,1.06,D,+.60,26,23.11%,76.89%,47.78%,.01,0,-.22,.12,26,"11,138",1.03,.04,18.86%,0,1.02,Z,1.04,P,5 OCT 20,343,6.32,I,6.42,P,SPY201005P343,8.20,Q,0,0,77.85%,22.15%,45.83%,-.04,0,-.27,.12,0,185,1.26,.04,18.05%,5.11,,
SPY201005C344,.78,P,+.40,9,19.20%,80.80%,39.63%,.01,0,-.20,.11,9,"2,050",.81,.04,18.79%,0,.80,W,.82,P,5 OCT 20,344,6.95,I,7.08,Q,SPY201005P344,9.80,C,0,0,83.75%,16.25%,33.58%,-.04,0,-.22,.10,0,180,.905,.04,16.57%,6.11,,
SPY201005C345,.61,N,+.32,35,15.74%,84.26%,32.43%,.01,0,-.17,.10,35,"3,492",.63,.03,18.73%,0,.62,P,.64,W,5 OCT 20,345,7.77,Q,7.90,I,SPY201005P345,11.23,M,0,0,87.76%,12.24%,25.25%,-.04,0,-.19,.08,0,204,.725,.03,16.15%,7.11,,
SPY201005C346,.45,A,+.23,4,12.35%,87.65%,25.43%,.01,0,-.14,.08,4,"1,001",.46,.03,18.40%,0,.45,W,.47,W,5 OCT 20,346,8.60,Q,8.75,I,SPY201005P346,9.11,Q,0,0,91.68%,8.32%,17.13%,-.04,0,-.15,.06,0,361,.565,.03,15.34%,8.11,,
SPY201005C347,.34,M,+.17,1,9.67%,90.33%,19.87%,.00,0,-.12,.07,1,"2,215",.34,.02,18.27%,0,.33,W,.35,W,5 OCT 20,347,9.43,I,9.60,Q,SPY201005P347,9.99,N,0,0,96.38%,3.62%,7.46%,-.05,0,-.10,.03,0,469,.405,.02,13.18%,9.11,,
SPY201005C348,.26,A,+.14,21,7.38%,92.62%,15.15%,.00,0,-.09,.06,21,772,.245,.02,18.11%,0,.24,W,.25,P,5 OCT 20,348,10.29,Q,10.56,I,SPY201005P348,13.85,C,-10.35,6,100.00%,0.00%,0.00%,.00,0,.00,-111.10,6,171,.315,.00,0.09%,10.11,,
SPY201005C349,.15,W,0,0,5.97%,94.03%,12.25%,.00,0,-.08,.05,0,"1,742",.195,.02,18.42%,0,.19,N,.20,W,5 OCT 20,349,11.40,I,11.67,X,SPY201005P349,14.72,C,0,0,96.29%,3.71%,7.60%,-.05,0,-.11,.03,0,193,.425,.01,16.03%,11.11,,
SPY201005C350,.08,W,0,0,4.61%,95.39%,9.44%,.00,0,-.06,.04,0,"3,866",.145,.01,18.48%,0,.14,W,.15,W,5 OCT 20,350,12.23,I,12.44,I,SPY201005P350,16.30,Z,0,0,100.00%,0.00%,0.00%,.00,0,.00,-131.10,0,404,.225,.00,0.08%,12.11,,
SPY201005C351,.11,N,+.05,1,3.46%,96.54%,7.09%,.00,0,-.05,.03,1,"2,585",.105,.01,18.48%,0,.10,Z,.11,W,5 OCT 20,351,13.19,Q,13.57,Q,SPY201005P351,15.06,C,0,0,100.00%,0.00%,0.00%,-.05,0,-.07,.00,0,20,.27,.00,0.09%,13.11,,
SPY201005C352,.08,P,+.03,4,2.82%,97.18%,5.77%,.00,0,-.04,.03,4,949,.085,.01,18.88%,0,.08,W,.09,W,5 OCT 20,352,14.02,Q,14.31,Q,SPY201005P352,16.28,J,0,0,100.00%,0.00%,0.00%,.00,0,.00,-151.10,0,119,.055,.00,0.08%,14.11,,
SPY201005C353,.04,E,0,0,2.20%,97.80%,4.50%,.00,0,-.03,.02,0,860,.065,.01,19.09%,0,.06,W,.07,W,5 OCT 20,353,15.15,Q,15.52,Q,SPY201005P353,20.82,C,+1.90,22,100.00%,0.00%,0.00%,.00,0,.00,-161.10,22,51,.225,.00,0.08%,15.11,,
SPY201005C354,.03,E,0,0,1.84%,98.16%,3.75%,.00,0,-.03,.02,0,630,.055,.01,19.57%,0,.05,W,.06,X,5 OCT 20,354,15.99,Q,16.44,Q,SPY201005P354,20.29,C,+7.82,3,100.00%,0.00%,0.00%,-.05,0,-.07,.00,3,30,.105,.00,0.09%,16.11,,
SPY201005C355,.03,C,0,0,1.25%,98.75%,2.55%,.00,0,-.02,.01,0,"1,659",.035,.00,19.30%,0,.03,W,.04,P,5 OCT 20,355,17.16,Q,17.55,Q,SPY201005P355,16.96,Z,0,0,100.00%,0.00%,0.00%,.00,0,.00,-181.10,0,76,.245,.00,0.08%,17.11,,
SPY201005C356,.02,A,0,0,1.19%,98.81%,2.43%,.00,0,-.02,.01,0,109,.035,.00,20.22%,0,.03,Z,.04,W,5 OCT 20,356,18.19,Q,18.53,Q,SPY201005P356,25.37,A,-4.59,2,100.00%,0.00%,0.00%,.00,0,.00,-191.10,2,14,.25,.00,0.09%,18.11,,
SPY201005C357,.02,Q,0,0,0.88%,99.12%,1.79%,.00,0,-.02,.01,0,222,.025,.00,20.25%,0,.02,W,.03,W,5 OCT 20,357,19.09,Q,19.40,Q,SPY201005P357,18.85,A,0,0,100.00%,0.00%,0.00%,-.05,0,-.07,.00,0,8,.135,.00,0.09%,19.11,,
SPY201005C358,.02,W,0,0,0.55%,99.45%,1.13%,.00,0,-.01,.01,0,950,.015,.00,19.87%,0,.01,X,.02,P,5 OCT 20,358,20.25,Q,20.50,I,SPY201005P358,23.57,C,+4.74,1,100.00%,0.00%,0.00%,-.05,0,-.07,.00,1,5,.265,.00,0.08%,20.11,,
SPY201005C359,.01,C,0,0,0.55%,99.45%,1.12%,.00,0,-.01,.01,0,173,.015,.00,20.80%,0,.01,W,.02,W,5 OCT 20,359,21.09,I,21.47,Q,SPY201005P359,24.78,Q,-1.01,2,100.00%,0.00%,0.00%,-.05,0,-.07,.00,2,0,.17,.00,0.09%,21.11,,
SPY201005C360,.01,Q,0,0,0.53%,99.47%,1.07%,.00,0,-.01,.01,0,751,.015,.00,21.62%,0,.01,P,.02,W,5 OCT 20,360,22.20,Q,22.54,Q,SPY201005P360,25.55,M,-3.90,1,100.00%,0.00%,0.00%,.00,0,.00,-231.10,1,12,.26,.00,0.09%,22.11,,
SPY201005C361,.01,C,0,0,0.51%,99.49%,1.03%,.00,0,-.01,.01,0,785,.015,.00,22.43%,0,.01,P,.02,W,5 OCT 20,361,23.09,I,23.47,I,SPY201005P361,26.53,M,<empty>,1,100.00%,0.00%,0.00%,-.05,0,-.07,.00,1,1,.17,.00,0.09%,23.11,,
SPY201005C362,.01,N,0,0,0.19%,99.81%,0.39%,.00,0,.00,.00,0,156,.005,.00,20.77%,0,0,H,.01,P,5 OCT 20,362,24.12,Q,24.32,I,SPY201005P362,23.40,M,<empty>,1,100.00%,0.00%,0.00%,.00,0,.00,-251.10,1,0,.11,.00,0.09%,24.11,,
SPY201005C363,.02,Q,-.02,1,0.19%,99.81%,0.38%,.00,0,.00,.00,1,37,.005,.00,21.51%,0,0,H,.01,P,5 OCT 20,363,25.08,I,25.46,I,SPY201005P363,0, ,0,<empty>,100.00%,0.00%,0.00%,-.05,0,-.07,.00,<empty>,0,.16,.00,0.09%,25.11,,
SPY201005C364,.01,P,-.01,12,0.18%,99.82%,0.37%,.00,0,.00,.00,12,123,.005,.00,22.24%,0,0,T,.01,W,5 OCT 20,364,26.18,Q,26.52,Q,SPY201005P364,0, ,0,<empty>,100.00%,0.00%,0.00%,-.05,0,-.07,.00,<empty>,0,.24,.00,0.09%,26.11,,
SPY201005C365,.01,W,0,162,0.17%,99.83%,0.35%,.00,0,.00,.00,162,534,.005,.00,22.98%,0,0,T,.01,W,5 OCT 20,365,27.04,Q,27.36,Q,SPY201005P365,40.66,D,+10.39,1,100.00%,0.00%,0.00%,-.05,0,-.07,.00,1,2,.09,.00,0.08%,27.11,,
SPY201005C366,.01,P,0,15,0.17%,99.83%,0.34%,.00,0,.00,.00,15,40,.005,.00,23.71%,0,0,T,.01,W,5 OCT 20,366,28.03,Q,28.37,Q,SPY201005P366,0, ,0,<empty>,100.00%,0.00%,0.00%,-.05,0,-.07,.00,<empty>,0,.09,.00,0.08%,28.11,,
SPY201005C367,.01,X,-.01,50,0.16%,99.84%,0.33%,.00,0,.00,.00,50,71,.005,.00,24.43%,0,0,T,.01,W,5 OCT 20,367,29.11,Q,29.51,Q,SPY201005P367,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-301.10,<empty>,0,.20,.00,0.08%,29.11,,
SPY201005C368,.01,P,0,2,0.16%,99.84%,0.32%,.00,0,.00,.00,2,6,.005,.00,25.15%,0,0,T,.01,W,5 OCT 20,368,30.18,Q,30.52,Q,SPY201005P368,0, ,0,<empty>,100.00%,0.00%,0.00%,-.05,0,-.07,.00,<empty>,0,.24,.00,0.09%,30.11,,
SPY201005C369,.01,P,0,21,0.16%,99.84%,0.31%,.00,0,.00,.00,21,21,.005,.00,25.87%,0,0,T,.01,W,5 OCT 20,369,31.09,H,31.50,I,SPY201005P369,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-321.10,<empty>,0,.185,.00,0.09%,31.11,,
SPY201005C370,.01,Q,-.02,6,0.15%,99.85%,0.31%,.00,0,.00,.00,6,571,.005,.00,26.58%,0,0,T,.01,W,5 OCT 20,370,31.93,Q,32.31,Q,SPY201005P370,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-331.10,<empty>,0,.01,.00,0.08%,32.11,,
SPY201005C371,.01,E,-.04,1,0.15%,99.85%,0.30%,.00,0,.00,.00,1,11,.005,.00,27.29%,0,0,T,.01,W,5 OCT 20,371,33.17,I,33.54,Q,SPY201005P371,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-341.10,<empty>,0,.245,.00,0.09%,33.11,,
SPY201005C375,.01,M,0,4,0.13%,99.87%,0.27%,.00,0,.00,.00,4,424,.005,.00,30.09%,0,0,T,.01,W,5 OCT 20,375,37.19,Q,37.50,Q,SPY201005P375,41.68,M,+12.12,1,100.00%,0.00%,0.00%,.00,0,.00,-381.10,1,1,.235,.00,0.09%,37.11,,
SPY201005C380,.01,Q,0,247,0.12%,99.88%,0.24%,.00,0,.00,.00,247,"1,072",.005,.00,33.51%,0,0,T,.01,W,5 OCT 20,380,41.91,Q,42.35,Q,SPY201005P380,39.00,A,+12.61,2,100.00%,0.00%,0.00%,-.05,0,-.07,.00,2,0,.02,.00,0.09%,42.11,,
SPY201005C385,.01,Q,0,1,0.11%,99.89%,0.22%,.00,0,.00,.00,1,638,.005,.00,36.87%,0,0,T,.01,W,5 OCT 20,385,47.00,Q,47.38,Q,SPY201005P385,31.06,I,-.76,1,100.00%,0.00%,0.00%,-.05,0,-.07,.00,1,0,.08,.00,0.08%,47.11,,
SPY201005C390,.01,M,0,4,0.10%,99.90%,0.20%,.00,0,.00,.00,4,67,.005,.00,40.15%,0,0,T,.01,W,5 OCT 20,390,52.09,H,52.50,Z,SPY201005P390,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-531.10,<empty>,0,.185,.00,0.09%,52.11,,
SPY201005C395,.02,A,0,6,0.09%,99.91%,0.18%,.00,0,.00,.00,6,938,.005,.00,43.37%,0,0,H,.01,W,5 OCT 20,395,57.18,Q,57.50,Q,SPY201005P395,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-581.10,<empty>,0,.23,.00,0.09%,57.11,,
SPY201005C400,.01,A,0,39,0.08%,99.92%,0.17%,.00,0,.00,.00,39,306,.005,.00,46.52%,0,0,H,.01,W,5 OCT 20,400,62.09,I,62.49,I,SPY201005P400,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-631.10,<empty>,0,.18,.00,0.09%,62.11,,
SPY201005C405,.10,B,+.01,2,0.08%,99.92%,0.16%,.00,0,.00,.00,2,28,.005,.00,49.62%,0,0,H,.01,W,5 OCT 20,405,67.18,Q,67.51,Q,SPY201005P405,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-681.10,<empty>,0,.235,.00,0.08%,67.11,,
SPY201005C410,.02,C,-.05,1,0.07%,99.93%,0.15%,.00,0,.00,.00,1,200,.005,.00,52.66%,0,0,H,.01,W,5 OCT 20,410,72.10,I,72.42,I,SPY201005P410,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-731.10,<empty>,0,.15,.00,0.09%,72.11,,
SPY201005C415,.01,C,-.04,1,0.07%,99.93%,0.14%,.00,0,.00,.00,1,5,.005,.00,55.65%,0,0,I,.01,W,5 OCT 20,415,77.07,Q,77.43,I,SPY201005P415,78.13,N,0,0,100.00%,0.00%,0.00%,-.06,0,-.07,.00,0,8,.14,.00,0.08%,77.11,,
SPY201005C420,.02,M,-.03,2,0.06%,99.94%,0.13%,.00,0,.00,.00,2,55,.005,.00,58.59%,0,0,I,.01,W,5 OCT 20,420,82.12,Q,82.51,Q,SPY201005P420,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-831.10,<empty>,0,.205,.00,0.08%,82.11,,
SPY201005C425,.01,A,0,0,0.06%,99.94%,0.12%,.00,0,.00,.00,0,22,.005,.00,61.48%,0,0,I,.01,W,5 OCT 20,425,87.03,Q,87.41,Q,SPY201005P425,88.86,Q,0,0,100.00%,0.00%,0.00%,-.06,0,-.07,.00,0,13,.11,.00,0.08%,87.11,,
SPY201007C170,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.18,.00,--,167.89,167.48,X,167.94,W,7 OCT 20,170,0,T,.01,X,SPY201007P170,0, ,0,<empty>,0.06%,99.94%,0.11%,.00,0,.00,.00,<empty>,25,.005,.00,147.70%,0,,
SPY201007C175,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.16,.00,--,162.89,162.51,H,162.95,C,7 OCT 20,175,0,T,.01,X,SPY201007P175,.01,D,0,1,0.06%,99.94%,0.11%,.00,0,.00,.00,1,"2,322",.005,.00,141.74%,0,,
SPY201007C180,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.13,.00,--,157.89,157.54,X,157.98,H,7 OCT 20,180,0,T,.01,X,SPY201007P180,.01,N,0,50,0.06%,99.94%,0.11%,.00,0,.00,.00,50,"2,072",.005,.00,135.95%,0,,
SPY201007C185,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.18,.00,--,152.89,152.47,N,152.95,A,7 OCT 20,185,0,T,.01,W,SPY201007P185,.02,A,-.06,100,0.06%,99.94%,0.12%,.00,0,.00,.00,100,200,.005,.00,130.32%,0,,
SPY201007C190,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.055,.00,--,147.89,147.60,X,148.07,X,7 OCT 20,190,0,T,.01,W,SPY201007P190,.01,M,0,10,0.06%,99.94%,0.12%,.00,0,.00,.00,10,"1,760",.005,.00,124.82%,0,,
SPY201007C195,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.055,.00,--,142.89,142.60,X,143.07,X,7 OCT 20,195,0,T,.01,W,SPY201007P195,.02,P,-.01,11,0.06%,99.94%,0.12%,.00,0,.00,.00,11,280,.005,.00,119.47%,0,,
SPY201007C200,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.215,.00,--,137.89,137.45,N,137.90,H,7 OCT 20,200,0,P,.01,W,SPY201007P200,.02,M,-.01,50,0.06%,99.94%,0.12%,.00,0,.00,.00,50,64,.005,.00,114.24%,0,,
SPY201007C205,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.13,.00,--,132.89,132.54,X,132.98,H,7 OCT 20,205,0,T,.01,W,SPY201007P205,.02,P,0,60,0.06%,99.94%,0.12%,.00,0,.00,.00,60,205,.005,.00,109.14%,0,,
SPY201007C210,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.13,.00,--,127.89,127.54,X,127.98,H,7 OCT 20,210,0,T,.01,W,SPY201007P210,.02,W,+.01,50,0.06%,99.94%,0.13%,.00,0,.00,.00,50,95,.005,.00,104.15%,0,,
SPY201007C215,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.33,.00,--,122.89,122.20,W,122.92,H,7 OCT 20,215,0,T,.01,W,SPY201007P215,.02,M,0,50,0.07%,99.93%,0.13%,.00,0,.00,.00,50,173,.005,.00,99.27%,0,,
SPY201007C220,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,10,-.19,.00,--,117.89,117.50,Q,117.90,N,7 OCT 20,220,0,T,.01,W,SPY201007P220,.01,W,-.25,41,0.07%,99.93%,0.13%,.00,0,.00,.00,41,99,.005,.00,94.50%,0,,
SPY201007C225,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.205,.00,--,112.89,112.47,Z,112.90,N,7 OCT 20,225,0,T,.01,W,SPY201007P225,.01,Q,-.01,1,0.07%,99.93%,0.13%,.00,0,.00,.00,1,109,.005,.00,89.83%,0,,
SPY201007C230,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.15,.00,--,107.89,107.52,Q,107.96,Q,7 OCT 20,230,0,T,.01,W,SPY201007P230,.01,I,-.06,1,0.07%,99.93%,0.14%,.00,0,.00,.00,1,219,.005,.00,85.25%,0,,
SPY201007C235,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.04,.00,--,102.89,102.66,Q,103.04,Q,7 OCT 20,235,0,J,.01,W,SPY201007P235,.05,C,0,2,0.07%,99.93%,0.14%,.00,0,.00,.00,2,556,.005,.00,80.75%,0,,
SPY201007C240,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.19,.00,--,97.89,97.50,I,97.90,I,7 OCT 20,240,0,T,.01,W,SPY201007P240,.02,A,0,8,0.07%,99.93%,0.15%,.00,0,.00,.00,8,433,.005,.00,76.34%,0,,
SPY201007C245,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.22,.00,--,92.89,92.48,Q,92.86,I,7 OCT 20,245,0,T,.01,W,SPY201007P245,.01,W,0,0,0.08%,99.92%,0.15%,.00,0,.00,.00,0,587,.005,.00,72.02%,0,,
SPY201007C250,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.215,.00,--,87.89,87.46,I,87.89,I,7 OCT 20,250,0,T,.01,W,SPY201007P250,.02,A,0,0,0.08%,99.92%,0.16%,.00,0,.00,.00,0,86,.005,.00,67.76%,0,,
SPY201007C255,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.08,.00,--,82.89,82.66,Q,82.96,Q,7 OCT 20,255,0,T,.01,W,SPY201007P255,.03,Q,-.03,1,0.08%,99.92%,0.16%,.00,0,.00,.00,1,"4,144",.005,.00,63.58%,0,,
SPY201007C260,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.085,.00,--,77.89,77.63,Q,77.98,Q,7 OCT 20,260,0,T,.01,W,SPY201007P260,.03,D,-.01,1,0.09%,99.91%,0.17%,.00,0,.00,.00,1,543,.005,.00,59.47%,0,,
SPY201007C265,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.21,.00,--,72.89,72.56,I,72.80,I,7 OCT 20,265,0,T,.01,P,SPY201007P265,.14,E,-.01,2,0.09%,99.91%,0.18%,.00,0,.00,.00,2,268,.005,.00,55.42%,0,,
SPY201007C270,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.12,.00,--,67.89,67.63,Q,67.91,Q,7 OCT 20,270,.01,Z,.01,Z,SPY201007P270,.02,H,0,0,0.18%,99.82%,0.35%,.00,0,-.01,.00,0,470,.01,.00,54.70%,0,,
SPY201007C275,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.195,.00,--,62.89,62.53,Q,62.86,Q,7 OCT 20,275,.01,P,.02,W,SPY201007P275,.04,Q,-.02,42,0.26%,99.74%,0.51%,.00,0,-.01,.00,42,"1,189",.015,.00,52.30%,0,,
SPY201007C280,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.04,.00,--,57.89,57.65,Q,58.05,I,7 OCT 20,280,.01,W,.02,W,SPY201007P280,.03,Z,0,0,0.28%,99.72%,0.55%,.00,0,-.01,.00,0,786,.015,.00,48.12%,0,,
SPY201007C285,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,1,-.15,.00,--,52.89,52.54,Q,52.94,Q,7 OCT 20,285,.01,W,.02,W,SPY201007P285,.03,C,0,0,0.30%,99.70%,0.59%,.00,0,-.01,.00,0,310,.015,.00,44.01%,0,,
SPY201007C290,44.91,I,+6.04,10,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,10,37,-.01,.00,--,47.89,47.71,Q,48.05,Q,7 OCT 20,290,.02,W,.03,W,SPY201007P290,.04,C,0,0,0.48%,99.52%,0.95%,.00,0,-.01,.01,0,872,.025,.00,41.91%,0,,
SPY201007C295,46.17,A,-.37,5,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,5,0,-.035,.00,--,42.89,42.66,Q,43.05,Q,7 OCT 20,295,.03,W,.04,W,SPY201007P295,.07,D,0,0,0.68%,99.32%,1.34%,.00,0,-.02,.01,0,"1,123",.035,.00,39.04%,0,,
SPY201007C298,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.12,.00,--,39.89,39.57,Q,39.97,Q,7 OCT 20,298,.04,W,.05,W,SPY201007P298,.08,N,0,0,0.88%,99.12%,1.74%,.00,0,-.02,.01,0,589,.045,.00,37.56%,0,,
SPY201007C299,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,20,-.125,.00,--,38.89,38.57,Q,38.96,I,7 OCT 20,299,.04,W,.05,W,SPY201007P299,.10,D,0,0,0.90%,99.10%,1.77%,.00,0,-.02,.01,0,450,.045,.00,36.66%,0,,
SPY201007C300,37.80,A,0,0,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,0,9,-.12,.00,--,37.89,37.57,I,37.97,I,7 OCT 20,300,.05,P,.06,W,SPY201007P300,.06,W,-.04,1,1.07%,98.93%,2.12%,.00,0,-.03,.01,1,"1,024",.055,.00,36.68%,0,,
SPY201007C301,28.15,D,<empty>,51,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,51,61,-.03,.00,--,36.89,36.70,Q,37.02,Q,7 OCT 20,301,.05,X,.06,X,SPY201007P301,.05,C,-.06,1,1.10%,98.90%,2.16%,.00,0,-.03,.01,1,209,.055,.00,35.77%,0,,
SPY201007C302,25.97,E,<empty>,2,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,2,1,-.11,.00,--,35.89,35.60,I,35.96,I,7 OCT 20,302,.05,W,.06,P,SPY201007P302,.05,C,-.07,1,1.12%,98.88%,2.20%,.00,0,-.03,.01,1,350,.055,.00,34.86%,0,,
SPY201007C303,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,1,-.065,.00,--,34.89,34.62,Q,35.03,A,7 OCT 20,303,.06,W,.07,W,SPY201007P303,.11,W,0,0,1.30%,98.70%,2.56%,.00,0,-.03,.01,0,514,.065,.00,34.70%,0,,
SPY201007C304,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,1,-.15,.00,--,33.89,33.58,Q,33.90,Q,7 OCT 20,304,.06,W,.07,Q,SPY201007P304,.15,I,0,0,1.33%,98.67%,2.62%,.00,0,-.03,.01,0,"1,036",.065,.00,33.78%,0,,
SPY201007C305,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,1,-.06,.00,--,32.89,32.67,I,32.99,I,7 OCT 20,305,.07,W,.08,Z,SPY201007P305,.18,D,0,0,1.52%,98.48%,2.99%,.00,0,-.03,.02,0,413,.075,.00,33.50%,0,,
SPY201007C306,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.075,.00,--,31.89,31.66,H,31.97,I,7 OCT 20,306,.08,W,.09,W,SPY201007P306,.17,I,0,0,1.70%,98.30%,3.35%,.00,0,-.04,.02,0,385,.085,.00,33.12%,0,,
SPY201007C307,29.44,M,0,0,95.29%,4.71%,9.26%,.01,0,-.09,.04,0,15,.09,.00,40.33%,30.89,30.78,Q,31.18,Q,7 OCT 20,307,.09,P,.10,X,SPY201007P307,.16,N,0,0,1.90%,98.10%,3.73%,.00,0,-.04,.02,0,311,.095,.00,32.69%,0,,
SPY201007C308,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,1,-.035,.00,--,29.89,29.66,Q,30.05,Q,7 OCT 20,308,.10,P,.11,W,SPY201007P308,.19,N,0,0,2.09%,97.91%,4.12%,.00,0,-.04,.02,0,645,.105,.00,32.21%,0,,
SPY201007C309,23.59,X,+3.96,10,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,10,21,-.005,.00,--,28.89,28.65,C,29.12,P,7 OCT 20,309,.11,Z,.12,W,SPY201007P309,.20,Q,0,0,2.30%,97.70%,4.52%,.00,0,-.05,.02,0,432,.115,.00,31.67%,0,,
SPY201007C310,26.11,A,0,0,96.21%,3.79%,7.45%,.01,0,-.01,.03,0,53,.005,.00,34.22%,27.89,27.75,I,28.04,I,7 OCT 20,310,.12,W,.13,W,SPY201007P310,.12,E,-.13,3,2.51%,97.49%,4.93%,.00,0,-.05,.03,3,"1,719",.125,.00,31.09%,0,,
SPY201007C311,0, ,0,<empty>,94.01%,5.99%,11.77%,.02,0,-.11,.05,<empty>,101,.185,.01,37.47%,26.89,26.90,I,27.25,Q,7 OCT 20,311,.13,W,.14,Q,SPY201007P311,.15,M,-.04,1,2.72%,97.28%,5.36%,.00,0,-.05,.03,1,906,.135,.00,30.47%,0,,
SPY201007C312,22.09,J,0,0,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,0,6,-.01,.00,--,25.89,25.74,H,26.02,I,7 OCT 20,312,.15,W,.16,W,SPY201007P312,.31,M,0,0,3.09%,96.91%,6.09%,.00,0,-.06,.03,0,840,.155,.00,30.16%,0,,
SPY201007C313,13.41,A,<empty>,4,94.44%,5.56%,10.93%,.02,0,-.09,.04,4,4,.13,.01,33.80%,24.89,24.88,Q,25.16,Q,7 OCT 20,313,.18,P,.19,W,SPY201007P313,.45,N,0,0,3.62%,96.38%,7.13%,.00,0,-.07,.03,0,562,.185,.01,30.06%,0,,
SPY201007C314,23.69,X,0,0,93.77%,6.23%,12.24%,.02,0,-.10,.05,0,52,.175,.01,33.56%,23.89,23.90,Q,24.23,Q,7 OCT 20,314,.19,W,.20,W,SPY201007P314,.40,P,0,0,3.87%,96.13%,7.61%,.00,0,-.07,.04,0,581,.195,.01,29.29%,0,,
