,Option Code,LAST,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Volume.1,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,ASK,Exp,Strike
469,SPY200610C263,0.0,0.98,0,<empty>,97.91%,2.09%,4.12%,0.07,-0.04,0.02,<empty>,0,0.145,0.0,44.07%,42.9,0.0,43.045,42.99,43.1,10 JUN 20,263
470,SPY200610C264,21.32,0.99,<empty>,6,98.40%,1.60%,3.16%,0.07,-0.03,0.02,6,6,0.1,0.0,40.87%,41.9,0.0,42.0,41.89,42.11,10 JUN 20,264
471,SPY200610C265,41.24,0.98,+10.19,1,97.57%,2.43%,4.80%,0.07,-0.05,0.03,1,11,0.17,0.0,43.21%,40.9,41.24,41.07,41.02,41.12,10 JUN 20,265
472,SPY200610C266,20.68,0.98,<empty>,10,98.10%,1.90%,3.76%,0.07,-0.04,0.02,10,10,0.12,0.0,40.07%,39.9,0.0,40.02,39.91,40.13,10 JUN 20,266
473,SPY200610C267,33.48,0.98,+5.13,2,97.94%,2.06%,4.06%,0.07,-0.04,0.02,2,9,0.13,0.0,39.61%,38.9,0.0,39.03,38.92,39.14,10 JUN 20,267
474,SPY200610C268,33.18,0.98,+5.11,12,97.73%,2.27%,4.49%,0.07,-0.04,0.02,12,17,0.145,0.0,39.32%,37.9,0.0,38.045,37.94,38.15,10 JUN 20,268
475,SPY200610C269,26.59,0.97,<empty>,1,97.06%,2.94%,5.80%,0.07,-0.06,0.03,1,1,0.2,0.0,40.40%,36.9,0.0,37.1,37.04,37.16,10 JUN 20,269
476,SPY200610C270,35.24,0.98,+.24,26,97.35%,2.65%,5.24%,0.07,-0.05,0.03,26,228,0.17,0.0,38.37%,35.9,35.24,36.07,35.97,36.17,10 JUN 20,270
477,SPY200610C271,30.83,0.98,+4.85,20,97.12%,2.88%,5.68%,0.07,-0.05,0.03,20,15,0.185,0.0,37.92%,34.9,0.0,35.085,34.98,35.19,10 JUN 20,271
478,SPY200610C272,32.1,0.97,0,0,96.34%,3.66%,7.22%,0.07,-0.07,0.04,0,30,0.25,0.0,38.91%,33.9,0.0,34.15,34.1,34.2,10 JUN 20,272
479,SPY200610C273,23.41,0.96,-.64,1,95.96%,4.04%,7.99%,0.07,-0.07,0.04,1,4,0.28,0.0,38.69%,32.9,0.0,33.18,33.14,33.22,10 JUN 20,273
480,SPY200610C274,31.29,0.97,+1.20,1,96.31%,3.69%,7.30%,0.07,-0.06,0.04,1,7,0.24,0.0,36.62%,31.9,31.29,32.14,32.04,32.24,10 JUN 20,274
481,SPY200610C275,29.39,0.96,+2.47,50,95.42%,4.58%,9.04%,0.07,-0.08,0.04,50,"1,235",0.315,0.0,37.46%,30.9,29.39,31.215,31.17,31.26,10 JUN 20,275
482,SPY200610C276,28.12,0.96,0,0,95.17%,4.83%,9.54%,0.07,-0.08,0.05,0,4,0.33,0.0,36.74%,29.9,0.0,30.23,30.18,30.28,10 JUN 20,276
483,SPY200610C277,27.84,0.95,-1.39,4,94.65%,5.35%,10.56%,0.07,-0.09,0.05,4,28,0.37,0.01,36.52%,28.9,27.84,29.27,29.23,29.31,10 JUN 20,277
484,SPY200610C278,27.43,0.95,0,0,94.49%,5.51%,10.89%,0.07,-0.09,0.05,0,"3,128",0.375,0.01,35.54%,27.9,0.0,28.275,28.22,28.33,10 JUN 20,278
485,SPY200610C279,9.81,0.94,-.46,1,93.81%,6.19%,12.23%,0.07,-0.1,0.06,1,130,0.43,0.01,35.47%,26.9,0.0,27.33,27.29,27.37,10 JUN 20,279
486,SPY200610C280,24.64,0.94,+1.98,25,93.81%,6.19%,12.23%,0.07,-0.09,0.06,25,606,0.415,0.01,34.11%,25.9,24.64,26.315,26.24,26.39,10 JUN 20,280
487,SPY200610C281,20.42,0.94,0,0,93.06%,6.94%,13.71%,0.07,-0.1,0.06,0,350,0.475,0.01,34.02%,24.9,0.0,25.375,25.33,25.42,10 JUN 20,281
488,SPY200610C282,20.92,0.93,0,0,92.17%,7.83%,15.47%,0.07,-0.11,0.07,0,304,0.55,0.01,34.04%,23.9,0.0,24.45,24.41,24.49,10 JUN 20,282
489,SPY200610C283,22.79,0.92,-1.41,1,91.64%,8.36%,16.51%,0.07,-0.12,0.07,1,452,0.585,0.01,33.38%,22.9,22.79,23.485,23.43,23.54,10 JUN 20,283
490,SPY200610C284,22.42,0.92,0,0,90.82%,9.18%,18.13%,0.07,-0.13,0.08,0,161,0.65,0.01,33.08%,21.9,0.0,22.55,22.51,22.59,10 JUN 20,284
491,SPY200610C285,20.89,0.91,+1.92,1,90.04%,9.96%,19.67%,0.07,-0.13,0.08,1,374,0.71,0.01,32.63%,20.9,20.89,21.61,21.57,21.65,10 JUN 20,285
492,SPY200610C286,17.12,0.9,0,0,89.28%,10.72%,21.18%,0.07,-0.14,0.09,0,314,0.765,0.01,32.06%,19.9,0.0,20.665,20.62,20.71,10 JUN 20,286
493,SPY200610C287,18.85,0.89,+3.18,2,88.33%,11.67%,23.05%,0.07,-0.15,0.09,2,316,0.84,0.01,31.65%,18.9,18.85,19.74,19.7,19.78,10 JUN 20,287
494,SPY200610C288,15.16,0.88,0,0,87.24%,12.76%,25.20%,0.07,-0.15,0.1,0,561,0.93,0.01,31.32%,17.9,0.0,18.83,18.79,18.87,10 JUN 20,288
495,SPY200610C289,17.89,0.87,+1.13,15,86.24%,13.76%,27.17%,0.07,-0.16,0.11,15,318,1.005,0.01,30.76%,16.9,17.89,17.905,17.87,17.94,10 JUN 20,289
496,SPY200610C290,17.06,0.86,+1.09,5,85.07%,14.93%,29.49%,0.07,-0.17,0.11,5,"1,068",1.1,0.01,30.31%,15.9,17.19,17.0,16.96,17.04,10 JUN 20,290
497,SPY200610C291,16.2,0.85,+.90,49,83.82%,16.18%,31.95%,0.07,-0.18,0.12,49,751,1.2,0.02,29.83%,14.9,16.2,16.1,16.06,16.14,10 JUN 20,291
498,SPY200610C292,14.91,0.84,+2.90,28,82.47%,17.53%,34.61%,0.07,-0.18,0.12,28,674,1.31,0.02,29.35%,13.9,14.91,15.21,15.17,15.25,10 JUN 20,292
499,SPY200610C293,14.24,0.82,+.65,7,80.95%,19.05%,37.61%,0.06,-0.19,0.13,7,"2,185",1.44,0.02,28.94%,12.9,14.24,14.34,14.3,14.38,10 JUN 20,293
500,SPY200610C294,13.07,0.81,+3.07,20,79.39%,20.61%,40.69%,0.06,-0.2,0.14,20,891,1.57,0.02,28.43%,11.9,13.07,13.47,13.43,13.51,10 JUN 20,294
501,SPY200610C295,12.6,0.79,+1.51,40,77.66%,22.34%,44.10%,0.06,-0.21,0.15,40,"1,766",1.72,0.02,27.98%,10.9,12.6,12.62,12.6,12.64,10 JUN 20,295
502,SPY200610C296,11.65,0.77,+.69,48,75.79%,24.21%,47.78%,0.06,-0.21,0.15,48,581,1.885,0.02,27.52%,9.9,11.65,11.785,11.76,11.81,10 JUN 20,296
503,SPY200610C297,10.77,0.75,+3.17,77,73.82%,26.18%,51.67%,0.06,-0.22,0.16,77,627,2.06,0.02,27.03%,8.9,10.77,10.96,10.94,10.98,10 JUN 20,297
504,SPY200610C298,9.98,0.73,+.48,57,71.71%,28.29%,55.83%,0.06,-0.22,0.17,57,702,2.25,0.02,26.53%,7.9,9.98,10.15,10.13,10.17,10 JUN 20,298
505,SPY200610C299,9.13,0.71,+.07,290,69.48%,30.52%,60.23%,0.06,-0.23,0.17,290,941,2.45,0.03,25.98%,6.9,9.13,9.35,9.33,9.37,10 JUN 20,299
506,SPY200610C300,8.77,0.68,+.47,181,66.94%,33.06%,65.22%,0.05,-0.24,0.18,181,"2,688",2.705,0.03,25.62%,5.9,8.79,8.605,8.58,8.63,10 JUN 20,300
507,SPY200610C301,7.92,0.66,+.60,78,64.34%,35.66%,70.34%,0.05,-0.24,0.19,78,864,2.96,0.03,25.14%,4.9,7.92,7.86,7.84,7.88,10 JUN 20,301
508,SPY200610C302,7.25,0.63,+.24,70,61.57%,38.43%,75.79%,0.05,-0.24,0.19,70,682,3.24,0.03,24.66%,3.9,7.25,7.14,7.12,7.16,10 JUN 20,302
509,SPY200610C303,6.5,0.6,+.08,131,58.64%,41.36%,81.56%,0.05,-0.24,0.2,131,707,3.545,0.03,24.17%,2.9,6.5,6.445,6.43,6.46,10 JUN 20,303
510,SPY200610C304,5.82,0.57,+.48,555,55.55%,44.45%,87.63%,0.05,-0.24,0.2,555,938,3.875,0.03,23.67%,1.9,5.85,5.775,5.76,5.79,10 JUN 20,304
511,SPY200610C305,5.23,0.54,+.19,935,52.30%,47.70%,94.02%,0.04,-0.24,0.2,935,"3,267",4.245,0.03,23.22%,0.9,5.29,5.145,5.13,5.16,10 JUN 20,305
512,SPY200610C306,4.68,0.5,+.15,599,48.91%,51.09%,99.29%,0.04,-0.24,0.2,599,"1,600",4.545,0.03,22.75%,0.0,4.68,4.545,4.53,4.56,10 JUN 20,306
513,SPY200610C307,4.0,0.47,+.01,"6,831",45.40%,54.60%,92.09%,0.04,-0.23,0.2,"6,831",782,3.985,0.04,22.31%,0.0,4.12,3.985,3.97,4.0,10 JUN 20,307
514,SPY200610C308,3.52,0.43,+.50,989,41.77%,58.23%,84.66%,0.04,-0.22,0.2,989,"1,530",3.445,0.04,21.79%,0.0,3.56,3.445,3.43,3.46,10 JUN 20,308
515,SPY200610C309,3.04,0.39,+.20,369,38.09%,61.91%,77.12%,0.03,-0.21,0.19,369,"1,818",2.955,0.04,21.33%,0.0,3.04,2.955,2.94,2.97,10 JUN 20,309
516,SPY200610C310,2.56,0.36,+.09,"1,351",34.45%,65.55%,69.71%,0.03,-0.2,0.19,"1,351","3,007",2.53,0.04,21.01%,0.0,2.62,2.53,2.52,2.54,10 JUN 20,310
517,SPY200610C311,2.14,0.32,+.08,330,30.77%,69.23%,62.21%,0.03,-0.19,0.18,330,"1,850",2.125,0.03,20.58%,0.0,2.2,2.125,2.12,2.13,10 JUN 20,311
518,SPY200610C312,1.8,0.28,+.09,300,27.14%,72.86%,54.83%,0.02,-0.18,0.17,300,"1,040",1.76,0.03,20.15%,0.0,1.8,1.76,1.75,1.77,10 JUN 20,312
519,SPY200610C313,1.47,0.25,+.10,87,23.70%,76.30%,47.85%,0.02,-0.16,0.16,87,"1,159",1.45,0.03,19.81%,0.0,1.5,1.45,1.44,1.46,10 JUN 20,313
520,SPY200610C314,1.2,0.21,+.22,187,20.35%,79.65%,41.08%,0.02,-0.14,0.15,187,438,1.17,0.03,19.43%,0.0,1.2,1.17,1.16,1.18,10 JUN 20,314
521,SPY200610C315,0.99,0.18,+.06,267,17.31%,82.69%,34.92%,0.01,-0.13,0.13,267,433,0.94,0.03,19.13%,0.0,1.0,0.94,0.93,0.95,10 JUN 20,315
522,SPY200610C316,0.76,0.15,+.02,63,14.57%,85.43%,29.37%,0.01,-0.11,0.12,63,336,0.75,0.02,18.88%,0.0,0.77,0.75,0.74,0.76,10 JUN 20,316
523,SPY200610C317,0.6,0.13,+.08,60,12.09%,87.91%,24.36%,0.01,-0.1,0.11,60,406,0.59,0.02,18.65%,0.0,0.6,0.59,0.58,0.6,10 JUN 20,317
524,SPY200610C318,0.49,0.11,+.07,53,9.97%,90.03%,20.09%,0.01,-0.08,0.09,53,290,0.465,0.02,18.49%,0.0,0.49,0.465,0.46,0.47,10 JUN 20,318
525,SPY200610C319,0.39,0.09,+.10,53,8.17%,91.83%,16.45%,0.01,-0.07,0.08,53,368,0.365,0.02,18.38%,0.0,0.39,0.365,0.36,0.37,10 JUN 20,319
526,SPY200610C320,0.3,0.07,+.04,739,6.64%,93.36%,13.36%,0.01,-0.06,0.07,739,569,0.285,0.01,18.30%,0.0,0.3,0.285,0.28,0.29,10 JUN 20,320
527,SPY200610C321,0.24,0.06,+.01,83,5.41%,94.59%,10.89%,0.0,-0.05,0.06,83,61,0.225,0.01,18.30%,0.0,0.24,0.225,0.22,0.23,10 JUN 20,321
528,SPY200610C322,0.19,0.05,0,32,4.35%,95.65%,8.75%,0.0,-0.04,0.05,32,171,0.175,0.01,18.27%,0.0,0.19,0.175,0.17,0.18,10 JUN 20,322
529,SPY200610C323,0.13,0.04,0,67,3.47%,96.53%,6.97%,0.0,-0.04,0.04,67,203,0.135,0.01,18.25%,0.0,0.13,0.135,0.13,0.14,10 JUN 20,323
530,SPY200610C324,0.11,0.03,+.03,15,2.96%,97.04%,5.95%,0.0,-0.03,0.04,15,262,0.115,0.01,18.56%,0.0,0.11,0.115,0.11,0.12,10 JUN 20,324
531,SPY200610C325,0.08,0.02,+.01,19,2.27%,97.73%,4.57%,0.0,-0.02,0.03,19,711,0.085,0.01,18.44%,0.0,0.09,0.085,0.08,0.09,10 JUN 20,325
532,SPY200610C326,0.07,0.02,0,18,1.99%,98.01%,4.00%,0.0,-0.02,0.03,18,536,0.075,0.01,18.85%,0.0,0.07,0.075,0.07,0.08,10 JUN 20,326
533,SPY200610C327,0.05,0.02,-.01,8,1.72%,98.28%,3.46%,0.0,-0.02,0.02,8,78,0.065,0.0,19.20%,0.0,0.05,0.065,0.06,0.07,10 JUN 20,327
534,SPY200610C328,0.05,0.02,0,20,1.47%,98.53%,2.95%,0.0,-0.02,0.02,20,50,0.055,0.0,19.49%,0.0,0.05,0.055,0.05,0.06,10 JUN 20,328
535,SPY200610C329,0.05,0.01,0,1,1.20%,98.80%,2.41%,0.0,-0.01,0.02,1,9,0.045,0.0,19.63%,0.0,0.05,0.045,0.04,0.05,10 JUN 20,329
536,SPY200610C330,0.04,0.01,0,0,0.95%,99.05%,1.91%,0.0,-0.01,0.01,0,543,0.035,0.0,19.67%,0.0,0.0,0.035,0.03,0.04,10 JUN 20,330
537,SPY200610C331,0.03,0.01,-.05,1,0.92%,99.08%,1.85%,0.0,-0.01,0.01,1,2,0.035,0.0,20.36%,0.0,0.03,0.035,0.03,0.04,10 JUN 20,331
538,SPY200610C332,0.02,0.01,<empty>,1,0.68%,99.32%,1.36%,0.0,-0.01,0.01,1,1,0.025,0.0,20.18%,0.0,0.02,0.025,0.02,0.03,10 JUN 20,332
539,SPY200610C333,0.0,0.01,0,<empty>,0.66%,99.34%,1.32%,0.0,-0.01,0.01,<empty>,0,0.025,0.0,20.83%,0.0,0.0,0.025,0.02,0.03,10 JUN 20,333
540,SPY200610C334,0.0,0.01,0,<empty>,0.64%,99.36%,1.28%,0.0,-0.01,0.01,<empty>,0,0.025,0.0,21.48%,0.0,0.0,0.025,0.02,0.03,10 JUN 20,334
541,SPY200610C335,0.02,0.01,-.01,"1,000",0.63%,99.37%,1.27%,0.0,-0.01,0.01,"1,000",189,0.025,0.0,22.19%,0.0,0.02,0.025,0.02,0.03,10 JUN 20,335
542,SPY200610C340,0.02,0.0,-.01,10,0.36%,99.64%,0.73%,0.0,-0.01,0.01,10,188,0.015,0.0,23.98%,0.0,0.02,0.015,0.01,0.02,10 JUN 20,340
543,SPY200610C345,0.02,0.0,-.01,29,0.32%,99.68%,0.64%,0.0,-0.01,0.01,29,55,0.015,0.0,26.86%,0.0,0.02,0.015,0.01,0.02,10 JUN 20,345
544,SPY200610C350,0.01,0.0,0,1,0.11%,99.89%,0.23%,0.0,0.0,0.0,1,134,0.005,0.0,26.86%,0.0,0.01,0.005,0.0,0.01,10 JUN 20,350
545,SPY200610C355,0.01,0.0,-.01,10,0.10%,99.90%,0.21%,0.0,0.0,0.0,10,6,0.005,0.0,29.43%,0.0,0.01,0.005,0.0,0.01,10 JUN 20,355
546,SPY200610C360,0.0,0.0,0,<empty>,0.09%,99.91%,0.19%,0.0,0.0,0.0,<empty>,0,0.005,0.0,31.93%,0.0,0.0,0.005,0.0,0.01,10 JUN 20,360
547,SPY200610C365,0.0,0.0,0,<empty>,0.09%,99.91%,0.17%,0.0,0.0,0.0,<empty>,0,0.005,0.0,34.39%,0.0,0.0,0.005,0.0,0.01,10 JUN 20,365
548,SPY200612C140,0.0,1.0,0,<empty>,99.72%,0.28%,0.54%,0.05,-0.01,0.0,<empty>,0,0.03,0.0,148.52%,165.9,0.0,165.93,165.75,166.11,12 JUN 20,140
549,SPY200612C145,0.0,1.0,0,<empty>,99.72%,0.28%,0.54%,0.05,-0.01,0.0,<empty>,0,0.03,0.0,142.19%,160.9,0.0,160.93,160.75,161.11,12 JUN 20,145
550,SPY200612C150,0.0,1.0,0,<empty>,99.72%,0.28%,0.55%,0.05,-0.01,0.0,<empty>,0,0.03,0.0,136.12%,155.9,0.0,155.93,155.75,156.11,12 JUN 20,150
551,SPY200612C155,0.0,1.0,0,<empty>,99.71%,0.29%,0.55%,0.05,-0.01,0.0,<empty>,0,0.03,0.0,130.20%,150.9,0.0,150.93,150.75,151.11,12 JUN 20,155
552,SPY200612C160,0.0,1.0,0,<empty>,99.75%,0.25%,0.48%,0.05,-0.01,0.0,<empty>,0,0.025,0.0,122.46%,145.9,0.0,145.925,145.74,146.11,12 JUN 20,160
553,SPY200612C165,0.0,1.0,0,<empty>,99.71%,0.29%,0.57%,0.05,-0.01,0.0,<empty>,0,0.03,0.0,118.97%,140.9,0.0,140.93,140.75,141.11,12 JUN 20,165
554,SPY200612C170,0.0,1.0,0,<empty>,99.70%,0.30%,0.58%,0.06,-0.01,0.0,<empty>,0,0.03,0.0,113.53%,135.9,0.0,135.93,135.75,136.11,12 JUN 20,170
555,SPY200612C175,0.0,1.0,0,<empty>,99.70%,0.30%,0.59%,0.06,-0.01,0.0,<empty>,0,0.03,0.0,108.37%,130.9,0.0,130.93,130.75,131.11,12 JUN 20,175
556,SPY200612C180,0.0,1.0,0,<empty>,99.70%,0.30%,0.59%,0.06,-0.01,0.0,<empty>,0,0.03,0.0,103.14%,125.9,0.0,125.93,125.75,126.11,12 JUN 20,180
557,SPY200612C185,0.0,1.0,0,<empty>,99.69%,0.31%,0.60%,0.06,-0.01,0.0,<empty>,0,0.03,0.0,98.17%,120.9,0.0,120.93,120.75,121.11,12 JUN 20,185
558,SPY200612C190,115.59,1.0,<empty>,5,99.68%,0.32%,0.62%,0.06,-0.01,0.0,5,5,0.03,0.0,93.34%,115.9,0.0,115.93,115.75,116.11,12 JUN 20,190
559,SPY200612C195,93.7,1.0,0,20,99.63%,0.37%,0.73%,0.06,-0.01,0.0,20,1,0.035,0.0,90.07%,110.9,0.0,110.935,110.76,111.11,12 JUN 20,195
560,SPY200612C200,84.7,1.0,+1.00,20,99.37%,0.63%,1.24%,0.07,-0.02,0.01,20,20,0.065,0.0,91.04%,105.9,0.0,105.965,105.81,106.12,12 JUN 20,200
561,SPY200612C205,77.37,1.0,<empty>,2,99.57%,0.43%,0.85%,0.07,-0.01,0.0,2,0,0.04,0.0,81.84%,100.9,0.0,100.94,100.76,101.12,12 JUN 20,205
562,SPY200612C210,77.34,1.0,<empty>,1,99.65%,0.35%,0.68%,0.07,-0.01,0.0,1,1,0.03,0.0,75.03%,95.9,0.0,95.93,95.76,96.1,12 JUN 20,210
563,SPY200612C215,0.0,1.0,0,<empty>,99.64%,0.36%,0.71%,0.07,-0.01,0.0,<empty>,0,0.03,0.0,70.73%,90.9,0.0,90.93,90.75,91.11,12 JUN 20,215
564,SPY200612C220,0.0,1.0,0,<empty>,99.34%,0.66%,1.30%,0.07,-0.02,0.01,<empty>,7,0.06,0.0,71.58%,85.9,0.0,85.96,85.78,86.14,12 JUN 20,220
565,SPY200612C225,80.01,0.99,+21.31,1,99.26%,0.74%,1.44%,0.07,-0.02,0.01,1,1,0.065,0.0,67.78%,80.9,80.01,80.965,80.79,81.14,12 JUN 20,225
566,SPY200612C230,57.35,0.99,<empty>,35,99.14%,0.86%,1.68%,0.07,-0.02,0.01,35,35,0.075,0.0,64.44%,75.9,0.0,75.975,75.8,76.15,12 JUN 20,230
567,SPY200612C235,70.15,0.99,-.13,1,98.96%,1.04%,2.04%,0.08,-0.03,0.01,1,5,0.09,0.0,61.45%,70.9,70.15,70.99,70.81,71.17,12 JUN 20,235
568,SPY200612C240,62.97,0.99,+20.19,1,98.72%,1.28%,2.51%,0.08,-0.03,0.01,1,4,0.11,0.0,58.54%,65.9,0.0,66.01,65.84,66.18,12 JUN 20,240
569,SPY200612C245,56.52,0.99,+8.26,3,98.91%,1.09%,2.15%,0.08,-0.03,0.01,3,20,0.085,0.0,52.32%,60.9,0.0,60.985,60.87,61.1,12 JUN 20,245
570,SPY200612C250,55.4,0.99,0,0,98.39%,1.61%,3.18%,0.08,-0.04,0.02,0,59,0.13,0.0,50.91%,55.9,0.0,56.03,55.97,56.09,12 JUN 20,250
571,SPY200612C254,41.87,0.99,<empty>,6,98.57%,1.43%,2.83%,0.08,-0.03,0.02,6,6,0.105,0.0,46.01%,51.9,0.0,52.005,51.9,52.11,12 JUN 20,254
572,SPY200612C255,46.25,0.98,0,0,97.94%,2.06%,4.06%,0.08,-0.04,0.02,0,67,0.165,0.0,48.16%,50.9,0.0,51.065,51.01,51.12,12 JUN 20,255
573,SPY200612C256,28.6,0.98,-5.99,1,97.77%,2.23%,4.39%,0.08,-0.05,0.02,1,18,0.18,0.0,47.89%,49.9,0.0,50.08,50.03,50.13,12 JUN 20,256
574,SPY200612C257,38.16,0.98,+2.86,1,97.69%,2.31%,4.54%,0.08,-0.05,0.03,1,16,0.185,0.0,47.18%,48.9,0.0,49.085,49.03,49.14,12 JUN 20,257
575,SPY200612C258,0.0,0.98,0,<empty>,97.57%,2.43%,4.79%,0.08,-0.05,0.03,<empty>,1,0.195,0.0,46.66%,47.9,0.0,48.095,48.04,48.15,12 JUN 20,258
576,SPY200612C259,26.42,0.98,-5.52,16,97.49%,2.51%,4.95%,0.08,-0.05,0.03,16,36,0.2,0.0,45.93%,46.9,0.0,47.1,47.05,47.15,12 JUN 20,259
577,SPY200612C260,42.1,0.98,0,0,97.36%,2.64%,5.21%,0.08,-0.05,0.03,0,56,0.21,0.0,45.37%,45.9,0.0,46.11,46.06,46.16,12 JUN 20,260
578,SPY200612C261,40.36,0.98,0,0,97.22%,2.78%,5.47%,0.08,-0.05,0.03,0,25,0.22,0.0,44.79%,44.9,0.0,45.12,45.07,45.17,12 JUN 20,261
579,SPY200612C262,27.7,0.98,-1.52,1,97.04%,2.96%,5.83%,0.08,-0.06,0.03,1,378,0.235,0.0,44.35%,43.9,0.0,44.135,44.08,44.19,12 JUN 20,262
580,SPY200612C263,42.56,0.97,+1.73,20,96.86%,3.14%,6.19%,0.08,-0.06,0.03,20,60,0.25,0.0,43.88%,42.9,42.56,43.15,43.1,43.2,12 JUN 20,263
581,SPY200612C264,0.0,0.97,0,<empty>,96.72%,3.28%,6.47%,0.08,-0.06,0.04,<empty>,184,0.26,0.0,43.23%,41.9,0.0,42.16,42.11,42.21,12 JUN 20,264
582,SPY200612C265,39.37,0.97,0,0,96.57%,3.43%,6.75%,0.08,-0.06,0.04,0,651,0.27,0.0,42.57%,40.9,0.0,41.17,41.12,41.22,12 JUN 20,265
583,SPY200612C266,38.9,0.97,+.46,1,96.33%,3.67%,7.23%,0.08,-0.06,0.04,1,85,0.29,0.0,42.16%,39.9,38.9,40.19,40.14,40.24,12 JUN 20,266
584,SPY200612C267,34.88,0.97,+4.91,1,96.00%,4.00%,7.88%,0.08,-0.07,0.04,1,257,0.32,0.0,41.95%,38.9,0.0,39.22,39.18,39.26,12 JUN 20,267
585,SPY200612C268,34.54,0.96,0,0,95.84%,4.16%,8.19%,0.08,-0.07,0.04,0,109,0.33,0.0,41.23%,37.9,0.0,38.23,38.19,38.27,12 JUN 20,268
586,SPY200612C269,33.58,0.96,0,0,95.59%,4.41%,8.69%,0.08,-0.07,0.05,0,310,0.35,0.0,40.71%,36.9,0.0,37.25,37.21,37.29,12 JUN 20,269
587,SPY200612C270,35.95,0.96,+.68,3,95.33%,4.67%,9.20%,0.08,-0.08,0.05,3,"2,578",0.37,0.0,40.17%,35.9,35.95,36.27,36.23,36.31,12 JUN 20,270
588,SPY200612C271,35.66,0.96,+4.81,100,94.94%,5.06%,9.97%,0.08,-0.08,0.05,100,457,0.405,0.0,39.89%,34.9,0.0,35.305,35.27,35.34,12 JUN 20,271
589,SPY200612C272,31.81,0.95,-.66,1,94.67%,5.33%,10.50%,0.08,-0.08,0.05,1,270,0.425,0.0,39.28%,33.9,31.81,34.325,34.29,34.36,12 JUN 20,272
590,SPY200612C273,31.24,0.95,+2.43,10,94.36%,5.64%,11.13%,0.08,-0.09,0.06,10,412,0.45,0.0,38.74%,32.9,31.24,33.35,33.31,33.39,12 JUN 20,273
591,SPY200612C274,31.79,0.95,+8.63,11,93.99%,6.01%,11.85%,0.08,-0.09,0.06,11,352,0.48,0.01,38.25%,31.9,31.79,32.38,32.34,32.42,12 JUN 20,274
592,SPY200612C275,31.02,0.94,+1.50,2,93.57%,6.43%,12.67%,0.08,-0.1,0.06,2,"22,470",0.515,0.01,37.80%,30.9,31.02,31.415,31.38,31.45,12 JUN 20,275
593,SPY200612C276,26.97,0.94,0,0,93.19%,6.81%,13.42%,0.08,-0.1,0.07,0,"5,424",0.545,0.01,37.24%,29.9,0.0,30.445,30.4,30.49,12 JUN 20,276
594,SPY200612C277,25.07,0.94,0,0,92.71%,7.29%,14.36%,0.08,-0.1,0.07,0,"23,336",0.585,0.01,36.79%,28.9,0.0,29.485,29.44,29.53,12 JUN 20,277
595,SPY200612C278,27.15,0.93,-.02,2,92.23%,7.77%,15.31%,0.08,-0.11,0.07,2,489,0.625,0.01,36.30%,27.9,27.15,28.525,28.48,28.57,12 JUN 20,278
596,SPY200612C279,23.39,0.93,0,0,91.62%,8.38%,16.52%,0.08,-0.11,0.08,0,652,0.68,0.01,35.96%,26.9,0.0,27.58,27.54,27.62,12 JUN 20,279
597,SPY200612C280,26.73,0.92,+1.23,4,91.03%,8.97%,17.67%,0.08,-0.12,0.08,4,"12,730",0.73,0.01,35.50%,25.9,26.73,26.63,26.59,26.67,12 JUN 20,280
598,SPY200612C281,24.79,0.91,+2.68,1,90.44%,9.56%,18.85%,0.08,-0.12,0.09,1,764,0.78,0.01,34.99%,24.9,24.79,25.68,25.64,25.72,12 JUN 20,281
599,SPY200612C282,24.79,0.91,+1.31,55,89.75%,10.25%,20.20%,0.08,-0.13,0.09,55,"10,070",0.84,0.01,34.55%,23.9,24.79,24.74,24.7,24.78,12 JUN 20,282
600,SPY200612C283,23.91,0.9,+1.08,2,89.05%,10.95%,21.57%,0.08,-0.13,0.1,2,707,0.9,0.01,34.06%,22.9,23.91,23.8,23.76,23.84,12 JUN 20,283
601,SPY200612C284,20.69,0.89,+3.67,2,88.27%,11.73%,23.13%,0.08,-0.14,0.1,2,"1,224",0.97,0.01,33.62%,21.9,0.0,22.87,22.83,22.91,12 JUN 20,284
602,SPY200612C285,20.96,0.89,-.89,11,87.43%,12.57%,24.78%,0.08,-0.15,0.11,11,"26,583",1.045,0.01,33.18%,20.9,21.27,21.945,21.9,21.99,12 JUN 20,285
603,SPY200612C286,19.88,0.88,+2.32,1,86.50%,13.50%,26.61%,0.08,-0.15,0.11,1,"1,658",1.13,0.01,32.76%,19.9,19.88,21.03,20.99,21.07,12 JUN 20,286
604,SPY200612C287,17.5,0.87,0,0,85.49%,14.51%,28.60%,0.08,-0.16,0.12,0,633,1.225,0.01,32.37%,18.9,0.0,20.125,20.09,20.16,12 JUN 20,287
605,SPY200612C288,18.91,0.86,+1.16,9,84.49%,15.51%,30.57%,0.08,-0.16,0.12,9,889,1.315,0.01,31.88%,17.9,18.91,19.215,19.18,19.25,12 JUN 20,288
606,SPY200612C289,18.02,0.85,+2.38,13,83.37%,16.63%,32.78%,0.08,-0.17,0.13,13,"1,610",1.42,0.01,31.44%,16.9,18.02,18.32,18.28,18.36,12 JUN 20,289
