LAST,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,ASK,Strike,expire_days,expire_price,target,dt_predict,rf_predict,kn_predict
5.87,0.43,1.79,96,41.17,58.83,84.68,0.09,-0.13,0.33,227,5.6,0.02,21.32,0.0,5.87,5.6,5.58,5.62,314,26,323.41,LOSS,LOSS,WIN,WIN
0.8,0.12,0.23,12,10.92,89.08,22.21,0.02,-0.06,0.15,205,0.8,0.01,18.51,0.0,0.85,0.8,0.79,0.81,328,21,327.2,WIN,LOSS,WIN,WIN
2.08,0.25,-0.1,12,23.2,76.8,47.37,0.04,-0.1,0.24,380,2.09,0.02,19.16,0.0,2.2,2.09,2.08,2.1,321,21,327.2,LOSS,LOSS,WIN,WIN
7.65,0.48,0.55,160,45.78,54.22,94.55,0.12,-0.13,0.36,826,7.6,0.02,23.04,0.0,7.97,7.6,7.58,7.62,312,30,326.63,LOSS,LOSS,WIN,WIN
7.0,0.46,0.75,18,43.83,56.17,90.43,0.11,-0.13,0.36,338,7.0,0.02,22.62,0.0,7.24,7.0,6.98,7.02,313,30,326.63,LOSS,LOSS,WIN,WIN
1.12,0.15,0.03,93,13.57,86.43,27.63,0.03,-0.07,0.18,1330,1.105,0.02,18.81,0.0,1.13,1.105,1.1,1.11,327,23,321.99,WIN,LOSS,WIN,WIN
5.68,0.5,0.61,2590,47.64,52.36,98.02,0.07,-0.18,0.27,14782,5.79,0.03,22.61,0.0,6.27,5.79,5.78,5.8,311,16,322.57,LOSS,LOSS,LOSS,WIN
1.66,0.46,0.26,33407,44.9,55.1,93.9,0.01,-0.53,0.09,16447,1.72,0.08,21.84,0.0,2.27,1.72,1.71,1.73,311,1,315.7,LOSS,LOSS,LOSS,LOSS
4.15,0.36,1.09,32,34.37,65.63,70.49,0.08,-0.12,0.32,303,4.16,0.02,20.38,0.0,4.34,4.16,4.14,4.18,317,26,323.41,LOSS,LOSS,WIN,WIN
4.95,0.43,0.83,41,40.46,59.54,83.1,0.07,-0.14,0.3,310,4.915,0.02,21.34,0.0,5.15,4.915,4.9,4.93,314,21,327.2,LOSS,LOSS,LOSS,WIN
3.29,0.32,0.39,126,30.35,69.65,62.11,0.06,-0.12,0.27,335,3.085,0.02,19.91,0.0,3.38,3.085,3.07,3.1,318,21,327.2,LOSS,LOSS,WIN,WIN
3.44,0.48,0.46,1180,47.11,52.89,96.81,0.03,-0.23,0.18,988,3.48,0.04,20.39,0.0,3.97,3.48,3.47,3.49,311,7,316.3,LOSS,LOSS,LOSS,WIN
2.31,0.24,0.25,2,22.59,77.41,46.15,0.06,-0.09,0.27,691,2.36,0.02,19.33,0.0,2.47,2.36,2.34,2.38,323,28,325.73,LOSS,LOSS,WIN,WIN
2.97,0.28,0.47,2,26.55,73.45,54.31,0.07,-0.1,0.3,205,2.965,0.02,19.72,0.0,3.13,2.965,2.95,2.98,321,28,325.73,LOSS,LOSS,WIN,WIN
0.6,0.09,0.07,227,7.99,92.01,16.25,0.02,-0.05,0.13,2130,0.595,0.01,18.93,0.0,0.67,0.595,0.59,0.6,332,23,321.99,WIN,LOSS,WIN,WIN
0.93,0.12,0.25,6,11.0,89.0,22.39,0.02,-0.06,0.16,1558,0.86,0.01,18.81,0.0,0.93,0.86,0.85,0.87,329,23,321.99,WIN,LOSS,WIN,WIN
8.02,0.5,0.99,7,47.7,52.3,98.5,0.11,-0.14,0.35,54,7.75,0.02,22.9,0.0,8.06,7.75,7.73,7.77,311,28,325.73,LOSS,LOSS,LOSS,WIN
5.57,0.47,0.24,31,45.14,54.86,92.82,0.07,-0.15,0.29,318,5.545,0.03,21.6,0.0,5.87,5.545,5.53,5.56,312,19,325.13,LOSS,LOSS,LOSS,WIN
2.55,0.48,0.33,5920,46.54,53.46,95.81,0.02,-0.23,0.16,2869,2.595,0.06,17.96,0.0,3.16,2.595,2.58,2.61,311,5,317.68,LOSS,LOSS,LOSS,LOSS
0.76,0.11,0.08,540,9.89,90.11,20.13,0.02,-0.06,0.15,1430,0.76,0.01,18.84,0.0,0.85,0.76,0.75,0.77,330,23,321.99,WIN,LOSS,WIN,WIN
0.77,0.1,0.3,3,9.51,90.49,19.34,0.02,-0.05,0.15,2,0.75,0.01,18.31,0.0,0.79,0.75,0.74,0.76,331,26,323.41,WIN,LOSS,WIN,WIN
2.06,0.42,0.28,5558,40.87,59.13,84.01,0.02,-0.23,0.16,3088,2.095,0.06,17.57,0.0,2.62,2.095,2.09,2.1,312,5,317.68,LOSS,LOSS,LOSS,LOSS
6.01,0.44,1.76,9,41.57,58.43,85.57,0.1,-0.13,0.35,119,6.06,0.02,21.9,0.0,6.4,6.06,6.04,6.08,314,28,325.73,LOSS,LOSS,WIN,WIN
0.94,0.13,0.39,10,11.72,88.28,23.86,0.03,-0.06,0.18,45,0.96,0.01,18.3,0.0,0.94,0.96,0.95,0.97,329,26,323.41,WIN,LOSS,WIN,WIN
1.27,0.16,0.26,36,15.29,84.71,31.14,0.03,-0.08,0.19,959,1.205,0.02,18.6,0.0,1.35,1.205,1.19,1.22,325,21,327.2,LOSS,LOSS,WIN,WIN
3.04,0.41,0.4,1283,39.95,60.05,81.9,0.03,-0.21,0.2,3653,3.115,0.04,20.71,0.0,3.58,3.115,3.1,3.13,313,9,317.88,LOSS,LOSS,LOSS,WIN
2.39,0.24,0.32,330,21.86,78.14,44.69,0.06,-0.09,0.28,3859,2.375,0.02,19.54,0.0,2.55,2.375,2.36,2.39,324,30,326.63,LOSS,LOSS,WIN,WIN
3.54,0.36,-0.13,210,34.51,65.49,70.7,0.06,-0.14,0.27,344,3.525,0.03,20.11,0.0,3.74,3.525,3.51,3.54,316,19,325.13,LOSS,WIN,WIN,WIN
2.87,0.32,0.45,1826,30.86,69.14,63.12,0.04,-0.14,0.24,12546,2.795,0.03,20.17,0.0,3.13,2.795,2.79,2.8,317,16,322.57,LOSS,WIN,WIN,WIN
2.65,0.25,0.38,38,23.69,76.31,48.46,0.06,-0.09,0.29,3821,2.655,0.02,19.72,0.0,2.82,2.655,2.64,2.67,323,30,326.63,LOSS,LOSS,WIN,WIN
1.65,0.18,0.25,43,16.9,83.1,34.48,0.05,-0.07,0.24,2147,1.685,0.02,19.12,0.0,1.77,1.685,1.67,1.7,327,30,326.63,WIN,LOSS,WIN,WIN
2.37,0.31,0.76,6,29.29,70.71,59.86,0.04,-0.14,0.22,1287,2.365,0.03,19.56,0.0,2.56,2.365,2.36,2.37,317,14,323.04,LOSS,WIN,WIN,WIN
1.27,0.15,0.01,6,14.07,85.93,28.68,0.04,-0.06,0.21,962,1.335,0.01,18.94,0.0,1.41,1.335,1.32,1.35,329,30,326.63,WIN,LOSS,WIN,WIN
2.6,0.26,0.28,1,24.57,75.43,50.24,0.06,-0.1,0.29,183,2.66,0.02,19.56,0.0,2.6,2.66,2.64,2.68,322,28,325.73,LOSS,LOSS,WIN,WIN
1.26,0.38,0.2,28052,37.01,62.99,77.14,0.01,-0.5,0.09,19250,1.28,0.08,21.52,0.0,1.77,1.28,1.27,1.29,312,1,315.7,LOSS,LOSS,LOSS,WIN
0.52,0.1,-0.07,6,9.83,90.17,19.98,0.01,-0.07,0.11,652,0.51,0.02,17.74,0.0,0.59,0.51,0.5,0.52,324,12,322.71,WIN,LOSS,WIN,WIN
2.87,0.34,0.5,187,32.33,67.67,66.14,0.04,-0.15,0.23,713,2.745,0.03,19.88,0.0,2.96,2.745,2.74,2.75,316,14,323.04,LOSS,WIN,WIN,WIN
2.11,0.24,0.12,271,22.45,77.55,45.87,0.05,-0.1,0.25,1050,2.13,0.02,19.43,0.0,2.29,2.13,2.12,2.14,322,23,321.99,WIN,LOSS,WIN,WIN
5.41,0.45,0.58,54,42.9,57.1,88.18,0.08,-0.15,0.3,455,5.41,0.02,21.6,0.0,5.81,5.41,5.39,5.43,313,21,327.2,LOSS,LOSS,LOSS,WIN
1.58,0.3,0.19,2024,29.47,70.53,60.28,0.02,-0.19,0.16,2612,1.64,0.04,18.65,0.0,2.01,1.64,1.63,1.65,315,7,316.3,WIN,LOSS,LOSS,WIN
6.61,0.48,0.3,309,45.47,54.53,93.71,0.09,-0.15,0.32,906,6.455,0.02,22.6,0.0,6.73,6.455,6.44,6.47,312,23,321.99,LOSS,LOSS,LOSS,LOSS
1.13,0.17,0.28,4,15.52,84.48,31.6,0.03,-0.08,0.18,599,1.15,0.02,18.35,0.0,1.19,1.15,1.14,1.16,324,19,325.13,LOSS,LOSS,WIN,WIN
1.52,0.17,0.23,147,15.43,84.57,31.47,0.04,-0.07,0.23,1634,1.5,0.01,19.02,0.0,1.62,1.5,1.49,1.51,328,30,326.63,WIN,LOSS,WIN,WIN
5.14,0.47,0.55,2577,44.97,55.03,92.42,0.06,-0.17,0.27,13080,5.205,0.03,22.16,0.0,5.68,5.205,5.2,5.21,312,16,322.57,LOSS,LOSS,LOSS,WIN
1.27,0.26,0.09,681,25.31,74.69,51.72,0.02,-0.17,0.15,1024,1.32,0.04,18.35,0.0,1.65,1.32,1.31,1.33,316,7,316.3,WIN,LOSS,LOSS,LOSS
1.45,0.18,0.11,210,16.79,83.21,34.24,0.04,-0.08,0.21,1906,1.45,0.02,19.02,0.0,1.61,1.45,1.44,1.46,325,23,321.99,WIN,LOSS,WIN,WIN
0.52,0.07,0.08,9,6.15,93.85,12.5,0.02,-0.04,0.12,593,0.515,0.01,19.25,0.0,0.54,0.515,0.51,0.52,338,30,326.63,WIN,LOSS,WIN,WIN
0.74,0.13,0.21,15,12.17,87.83,24.75,0.02,-0.08,0.13,203,0.735,0.02,18.34,0.0,0.85,0.735,0.73,0.74,324,14,323.04,WIN,LOSS,WIN,WIN
3.55,0.4,-0.12,186,38.54,61.46,79.0,0.05,-0.17,0.24,811,3.635,0.03,20.64,0.0,3.94,3.635,3.62,3.65,314,14,323.04,LOSS,LOSS,WIN,WIN
6.38,0.44,0.6,9,41.84,58.16,86.24,0.11,-0.13,0.36,673,6.44,0.02,22.25,0.0,6.72,6.44,6.42,6.46,314,30,326.63,LOSS,LOSS,WIN,WIN
2.49,0.27,0.29,63,25.38,74.62,51.89,0.06,-0.1,0.28,102,2.625,0.02,19.25,0.0,2.8,2.625,2.61,2.64,321,26,323.41,WIN,LOSS,WIN,WIN
3.17,0.35,0.35,2232,33.76,66.24,69.11,0.05,-0.15,0.25,11792,3.225,0.03,20.61,0.0,3.53,3.225,3.22,3.23,316,16,322.57,LOSS,WIN,WIN,WIN
2.41,0.26,0.19,559,24.63,75.37,50.35,0.05,-0.11,0.26,976,2.43,0.02,19.68,0.0,2.59,2.43,2.42,2.44,321,23,321.99,WIN,LOSS,WIN,LOSS
2.71,0.29,0.15,461,26.84,73.16,54.92,0.06,-0.11,0.27,3223,2.75,0.02,19.92,0.0,3.04,2.75,2.74,2.76,320,23,321.99,WIN,LOSS,WIN,WIN
0.55,0.37,-0.05,89281,34.95,65.05,83.81,0.0,-0.54,0.06,7883,0.545,0.19,13.71,0.0,1.2,0.545,0.54,0.55,311,0,311.89,LOSS,WIN,LOSS,WIN
4.73,0.37,0.78,3,35.1,64.9,72.05,0.09,-0.12,0.33,166,4.55,0.02,20.84,0.0,4.74,4.55,4.53,4.57,317,28,325.73,LOSS,LOSS,WIN,WIN
2.92,0.28,0.31,96,25.64,74.36,52.49,0.07,-0.1,0.3,2202,2.98,0.02,19.99,0.0,3.2,2.98,2.96,3.0,322,30,326.63,LOSS,LOSS,WIN,WIN
3.01,0.39,-0.09,468,37.32,62.68,76.41,0.04,-0.17,0.22,828,3.065,0.03,19.64,0.0,3.37,3.065,3.05,3.08,314,12,322.71,LOSS,LOSS,WIN,LOSS
1.61,0.19,0.1,28,17.67,82.33,36.02,0.04,-0.08,0.23,248,1.605,0.02,18.61,0.0,1.66,1.605,1.59,1.62,325,26,323.41,WIN,LOSS,WIN,WIN
3.65,0.32,0.42,637,29.61,70.39,60.7,0.08,-0.11,0.32,2374,3.685,0.02,20.48,0.0,3.95,3.685,3.67,3.7,320,30,326.63,LOSS,LOSS,WIN,WIN
0.57,0.22,0.03,17114,21.79,78.21,45.16,0.0,-0.34,0.07,7556,0.59,0.06,20.21,0.0,0.96,0.59,0.58,0.6,314,1,315.7,LOSS,LOSS,LOSS,LOSS
3.56,0.35,0.77,82,32.91,67.09,67.4,0.06,-0.13,0.28,139,3.505,0.02,20.28,0.0,3.71,3.505,3.49,3.52,317,21,327.2,LOSS,LOSS,WIN,WIN
2.18,0.27,0.36,1131,25.43,74.57,51.92,0.04,-0.13,0.22,14722,2.105,0.03,19.62,0.0,2.36,2.105,2.1,2.11,319,16,322.57,LOSS,LOSS,WIN,WIN
1.73,0.22,-0.19,3,21.0,79.0,42.83,0.04,-0.1,0.23,447,1.82,0.02,18.95,0.0,1.8,1.82,1.81,1.83,322,21,327.2,LOSS,LOSS,WIN,WIN
0.61,0.11,-0.03,692,9.79,90.21,19.89,0.01,-0.07,0.12,8361,0.625,0.01,18.88,0.0,0.72,0.625,0.62,0.63,327,16,322.57,WIN,LOSS,WIN,WIN
6.82,0.48,0.75,18,45.58,54.42,93.93,0.1,-0.14,0.34,360,6.715,0.02,22.06,0.0,7.0,6.715,6.69,6.74,312,26,323.41,LOSS,LOSS,WIN,WIN
1.48,0.21,0.47,192,19.44,80.56,39.63,0.03,-0.09,0.21,687,1.535,0.02,18.54,0.0,1.73,1.535,1.52,1.55,322,19,325.13,LOSS,LOSS,WIN,WIN
0.64,0.11,0.07,91,10.66,89.34,21.67,0.01,-0.07,0.12,940,0.63,0.02,18.41,0.0,0.72,0.63,0.62,0.64,325,14,323.04,WIN,LOSS,WIN,WIN
4.22,0.34,0.65,36,31.59,68.41,64.81,0.08,-0.11,0.33,1633,4.055,0.02,20.67,0.0,4.35,4.055,4.04,4.07,319,30,326.63,LOSS,LOSS,WIN,WIN
3.57,0.45,0.43,2565,43.7,56.3,89.69,0.04,-0.21,0.2,4670,3.625,0.04,21.16,0.0,4.08,3.625,3.61,3.64,312,9,317.88,LOSS,LOSS,LOSS,WIN
1.86,0.25,0.07,94,23.5,76.5,47.97,0.03,-0.12,0.2,588,1.725,0.03,19.03,0.0,1.88,1.725,1.72,1.73,319,14,323.04,LOSS,LOSS,WIN,WIN
1.43,0.22,0.11,10,20.97,79.03,42.76,0.02,-0.12,0.17,361,1.32,0.03,18.18,0.0,1.51,1.32,1.31,1.33,319,12,322.71,LOSS,LOSS,WIN,WIN
3.79,0.34,0.63,8,32.07,67.93,65.71,0.07,-0.11,0.31,278,3.725,0.02,20.05,0.0,3.96,3.725,3.7,3.75,318,26,323.41,LOSS,LOSS,WIN,WIN
3.24,0.31,0.34,11,28.69,71.31,58.74,0.07,-0.11,0.31,684,3.335,0.02,20.04,0.0,3.5,3.335,3.32,3.35,320,28,325.73,LOSS,LOSS,WIN,WIN
2.89,0.44,0.38,2057,42.7,57.3,87.65,0.03,-0.22,0.18,904,2.91,0.04,19.73,0.0,3.43,2.91,2.9,2.92,312,7,316.3,LOSS,LOSS,LOSS,LOSS
