Strike,BID,ASK,LAST,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,expire_days,target
260,0.53,0.54,0.53,-0.04,-0.08,4010,5.27,94.73,10.23,-0.01,-0.07,0.06,121005,0.535,0.0,42.16,0.0,0.75,0.535,18,1
261,0.55,0.56,0.55,-0.04,-0.06,766,5.47,94.53,10.63,-0.01,-0.07,0.07,13230,0.555,0.0,41.64,0.0,0.78,0.555,18,1
262,0.58,0.59,0.58,-0.05,-0.07,4828,5.75,94.25,11.17,-0.01,-0.07,0.07,11964,0.585,0.0,41.25,0.0,0.78,0.585,18,1
263,0.61,0.62,0.61,-0.05,-0.07,24,6.03,93.97,11.72,-0.01,-0.08,0.07,23880,0.615,0.0,40.84,0.0,0.74,0.615,18,1
264,0.64,0.65,0.64,-0.05,-0.09,36,6.32,93.68,12.28,-0.01,-0.08,0.07,13155,0.645,0.0,40.4,0.0,0.92,0.645,18,1
265,0.67,0.68,0.67,-0.06,-0.1,816,6.61,93.39,12.84,-0.01,-0.08,0.08,95195,0.675,0.0,39.95,0.0,0.96,0.675,18,1
266,0.71,0.72,0.7,-0.06,-0.1,276,6.97,93.03,13.54,-0.01,-0.09,0.08,13560,0.715,0.0,39.6,0.0,1.03,0.715,18,1
267,0.75,0.76,0.76,-0.06,-0.09,121,7.34,92.66,14.25,-0.01,-0.09,0.08,9230,0.755,0.0,39.22,0.0,1.01,0.755,18,1
268,0.79,0.8,0.78,-0.06,-0.12,642,7.71,92.29,14.96,-0.01,-0.09,0.09,16378,0.795,0.0,38.81,0.0,1.13,0.795,18,1
269,0.84,0.85,0.85,-0.07,-0.09,476,8.15,91.85,15.81,-0.01,-0.09,0.09,15239,0.845,0.0,38.49,0.0,1.17,0.845,18,1
270,0.88,0.89,0.87,-0.07,-0.15,4728,8.53,91.47,16.54,-0.01,-0.1,0.1,169481,0.885,0.01,38.03,0.0,1.24,0.885,18,1
271,0.93,0.94,0.91,-0.08,-0.13,289,8.98,91.02,17.42,-0.01,-0.1,0.1,13381,0.935,0.01,37.65,0.0,1.25,0.935,18,1
272,0.98,0.99,0.98,-0.08,-0.13,561,9.44,90.56,18.3,-0.01,-0.1,0.1,22767,0.985,0.01,37.24,0.0,1.37,0.985,18,1
273,1.04,1.05,1.02,-0.09,-0.14,482,9.96,90.04,19.3,-0.01,-0.11,0.11,15490,1.045,0.01,36.89,0.0,1.44,1.045,18,1
274,1.1,1.11,1.08,-0.09,-0.14,422,10.49,89.51,20.32,-0.01,-0.11,0.11,39657,1.105,0.01,36.51,0.0,1.51,1.105,18,1
275,1.16,1.17,1.14,-0.1,-0.15,3301,11.02,88.98,21.36,-0.02,-0.11,0.12,62909,1.165,0.01,36.1,0.0,1.61,1.165,18,1
276,1.23,1.24,1.24,-0.1,-0.12,203,11.63,88.37,22.52,-0.02,-0.12,0.12,14413,1.235,0.01,35.74,0.0,1.64,1.235,18,1
277,1.3,1.31,1.28,-0.11,-0.15,186,12.24,87.76,23.7,-0.02,-0.12,0.13,16223,1.305,0.01,35.35,0.0,1.72,1.305,18,1
278,1.37,1.38,1.35,-0.11,-0.19,662,12.86,87.14,24.9,-0.02,-0.13,0.13,20839,1.375,0.01,34.92,0.0,1.9,1.375,18,1
279,1.45,1.46,1.45,-0.12,-0.16,376,13.55,86.45,26.22,-0.02,-0.13,0.14,20380,1.455,0.01,34.54,0.0,1.95,1.455,18,1
280,1.54,1.55,1.52,-0.13,-0.2,18113,14.3,85.7,27.66,-0.02,-0.13,0.14,159585,1.545,0.01,34.19,0.0,2.12,1.545,18,1
281,1.62,1.63,1.62,-0.13,-0.13,1534,15.01,84.99,29.03,-0.02,-0.14,0.15,20478,1.625,0.01,33.74,0.0,2.24,1.625,18,1
282,1.72,1.73,1.74,-0.14,-0.16,558,15.84,84.16,30.62,-0.02,-0.14,0.16,25791,1.725,0.01,33.38,0.0,2.35,1.725,18,1
283,1.82,1.83,1.83,-0.15,-0.16,884,16.67,83.33,32.23,-0.02,-0.15,0.16,19301,1.825,0.01,32.99,0.0,2.48,1.825,18,1
284,1.93,1.94,1.92,-0.16,-0.15,410,17.58,82.42,33.96,-0.03,-0.15,0.17,16668,1.935,0.01,32.61,0.0,2.61,1.935,18,1
285,2.04,2.05,2.03,-0.17,-0.2,4157,18.5,81.5,35.72,-0.03,-0.15,0.17,98392,2.045,0.01,32.2,0.0,3.26,2.045,18,1
286,2.17,2.18,2.15,-0.18,-0.19,875,19.52,80.48,37.69,-0.03,-0.16,0.18,17462,2.175,0.01,31.86,0.0,2.91,2.175,18,1
287,2.3,2.31,2.28,-0.19,-0.16,929,20.57,79.43,39.68,-0.03,-0.16,0.19,14259,2.305,0.01,31.48,0.0,3.08,2.305,18,1
288,2.43,2.44,2.42,-0.2,-0.23,803,21.63,78.37,41.72,-0.03,-0.16,0.19,15183,2.435,0.01,31.05,0.0,3.24,2.435,18,1
289,2.58,2.59,2.54,-0.21,-0.2,1082,22.8,77.2,43.95,-0.03,-0.17,0.2,17970,2.585,0.01,30.68,0.0,3.31,2.585,18,1
290,2.73,2.74,2.71,-0.22,-0.18,19764,23.99,76.01,46.22,-0.04,-0.17,0.21,99466,2.735,0.01,30.27,0.0,4.04,2.735,18,1
291,2.89,2.9,2.87,-0.23,-0.23,729,25.25,74.75,48.61,-0.04,-0.18,0.21,11898,2.895,0.01,29.86,0.0,3.82,2.895,18,1
292,3.06,3.07,3.05,-0.24,-0.18,6401,26.57,73.43,51.12,-0.04,-0.18,0.22,15727,3.065,0.02,29.44,0.0,4.05,3.065,18,1
293,3.25,3.26,3.24,-0.26,-0.18,1557,27.99,72.01,53.81,-0.04,-0.18,0.22,8593,3.255,0.02,29.07,0.0,4.18,3.255,18,1
294,3.44,3.45,3.41,-0.27,-0.19,1263,29.44,70.56,56.56,-0.05,-0.19,0.23,22646,3.445,0.02,28.64,0.0,4.46,3.445,18,1
295,3.65,3.66,3.65,-0.29,-0.15,9230,30.98,69.02,59.48,-0.05,-0.19,0.24,59130,3.655,0.02,28.25,0.0,4.77,3.655,18,1
296,3.87,3.88,3.81,-0.3,-0.26,599,32.59,67.41,62.52,-0.05,-0.19,0.24,8638,3.875,0.02,27.84,0.0,5.03,3.875,18,1
297,4.1,4.12,4.06,-0.32,-0.23,762,34.27,65.73,65.7,-0.05,-0.19,0.25,24483,4.11,0.02,27.44,0.0,5.3,4.11,18,1
298,4.35,4.37,4.32,-0.34,-0.22,3125,36.04,63.96,69.02,-0.06,-0.19,0.25,12308,4.36,0.02,27.04,0.0,5.64,4.36,18,1
299,4.62,4.63,4.56,-0.36,-0.26,7136,37.88,62.12,72.48,-0.06,-0.2,0.26,31499,4.625,0.02,26.63,0.0,5.94,4.625,18,1
300,4.9,4.92,4.89,-0.37,-0.26,36100,39.8,60.2,76.09,-0.06,-0.2,0.26,120457,4.91,0.02,26.24,0.0,6.3,4.91,18,1
301,5.2,5.22,5.18,-0.39,-0.22,628,41.8,58.2,79.82,-0.07,-0.2,0.27,13646,5.21,0.02,25.83,0.0,6.64,5.21,18,1
302,5.53,5.55,5.46,-0.42,-0.28,2310,43.89,56.11,83.72,-0.07,-0.2,0.27,13522,5.54,0.02,25.46,0.0,7.07,5.54,18,1
303,5.88,5.89,5.83,-0.44,-0.27,4192,46.05,53.95,87.73,-0.07,-0.2,0.27,6469,5.885,0.02,25.08,0.0,7.47,5.885,18,1
304,6.24,6.26,6.19,-0.46,-0.35,3682,48.28,51.72,91.86,-0.08,-0.2,0.28,10230,6.25,0.02,24.69,0.0,7.88,6.25,18,1
305,6.64,6.66,6.64,-0.48,-0.26,5293,50.59,49.41,96.11,-0.08,-0.2,0.28,28051,6.65,0.02,24.35,0.0,8.37,6.65,18,1
260,0.6,0.61,0.6,-0.05,-0.07,146,5.75,94.25,11.14,-0.01,-0.07,0.07,887,0.605,0.0,40.08,0.0,0.78,0.605,21,1
265,0.77,0.78,0.78,-0.06,-0.17,52,7.27,92.73,14.08,-0.01,-0.08,0.09,437,0.775,0.0,38.19,0.0,0.79,0.775,21,1
266,0.81,0.82,0.88,-0.06,-0.43,6,7.62,92.38,14.76,-0.01,-0.08,0.09,46,0.815,0.0,37.82,0.0,0.94,0.815,21,1
267,0.85,0.87,0.85,-0.07,-0.51,2,8.01,91.99,15.52,-0.01,-0.08,0.1,122,0.86,0.0,37.47,0.0,0.98,0.86,21,1
268,0.89,0.91,0.99,-0.07,0.0,1,8.38,91.62,16.22,-0.01,-0.09,0.1,241,0.9,0.0,37.05,0.0,0.99,0.9,21,1
269,0.94,0.96,1.04,-0.07,-0.46,38,8.81,91.19,17.05,-0.01,-0.09,0.11,37,0.95,0.01,36.7,0.0,1.04,0.95,21,1
270,0.99,1.01,1.01,-0.08,-0.21,7,9.24,90.76,17.88,-0.02,-0.09,0.11,926,1.0,0.01,36.32,0.0,1.17,1.0,21,1
271,1.05,1.06,1.43,-0.08,-1.66,1,9.72,90.28,18.79,-0.02,-0.1,0.11,92,1.055,0.01,35.97,0.0,0.0,1.055,21,1
273,1.17,1.18,1.7,-0.09,0.07,9,10.73,89.27,20.75,-0.02,-0.1,0.12,126,1.175,0.01,35.26,0.0,0.0,1.175,21,1
274,1.23,1.25,1.35,-0.1,-0.03,1,11.28,88.72,21.8,-0.02,-0.1,0.13,108,1.24,0.01,34.9,0.0,1.35,1.24,21,1
275,1.3,1.31,1.31,-0.1,-0.15,70,11.84,88.16,22.86,-0.02,-0.11,0.13,293,1.305,0.01,34.52,0.0,1.7,1.305,21,1
276,1.37,1.39,1.55,-0.11,0.06,11,12.45,87.55,24.05,-0.02,-0.11,0.14,114,1.38,0.01,34.18,0.0,1.81,1.38,21,1
278,1.52,1.54,1.68,-0.12,-0.66,1,13.72,86.28,26.47,-0.02,-0.12,0.15,344,1.53,0.01,33.4,0.0,1.68,1.53,21,1
279,1.61,1.63,1.83,-0.13,0.03,5,14.44,85.56,27.86,-0.02,-0.12,0.16,77,1.62,0.01,33.07,0.0,1.83,1.62,21,1
280,1.69,1.72,1.7,-0.13,-0.24,100,15.15,84.85,29.22,-0.03,-0.12,0.16,1007,1.705,0.01,32.67,0.0,2.26,1.705,21,1
281,1.79,1.82,1.79,-0.14,-0.64,4,15.95,84.05,30.74,-0.03,-0.13,0.17,105,1.805,0.01,32.34,0.0,2.37,1.805,21,1
282,1.89,1.92,1.91,-0.15,-1.01,5,16.76,83.24,32.29,-0.03,-0.13,0.17,34,1.905,0.01,31.96,0.0,2.13,1.905,21,1
284,2.11,2.14,2.12,-0.16,-0.5,33,18.51,81.49,35.63,-0.03,-0.14,0.19,240,2.125,0.01,31.23,0.0,2.83,2.125,21,1
285,2.23,2.25,2.33,-0.17,-0.43,76,19.43,80.57,37.39,-0.03,-0.14,0.19,628,2.24,0.01,30.83,0.0,2.97,2.24,21,1
286,2.36,2.38,2.34,-0.18,-1.52,2,20.43,79.57,39.3,-0.04,-0.14,0.2,345,2.37,0.01,30.48,0.0,2.66,2.37,21,1
287,2.49,2.52,2.52,-0.19,-1.24,64,21.48,78.52,41.29,-0.04,-0.15,0.21,346,2.505,0.01,30.11,0.0,2.95,2.505,21,1
288,2.63,2.66,2.77,-0.2,-1.06,14,22.56,77.44,43.34,-0.04,-0.15,0.21,267,2.645,0.01,29.73,0.0,3.16,2.645,21,1
289,2.78,2.81,2.95,-0.21,-0.11,4,23.7,76.3,45.51,-0.04,-0.15,0.22,487,2.795,0.01,29.35,0.0,3.57,2.795,21,1
290,2.94,2.97,2.94,-0.23,-0.17,319,24.91,75.09,47.79,-0.04,-0.16,0.23,401,2.955,0.01,28.98,0.0,3.86,2.955,21,1
291,3.11,3.14,3.13,-0.24,-1.47,4,26.17,73.83,50.18,-0.05,-0.16,0.23,196,3.125,0.01,28.61,0.0,3.5,3.125,21,1
292,3.28,3.31,3.25,-0.25,-1.74,2,27.46,72.54,52.62,-0.05,-0.16,0.24,146,3.295,0.02,28.19,0.0,3.49,3.295,21,1
293,3.47,3.5,3.46,-0.26,-0.19,51,28.84,71.16,55.23,-0.05,-0.17,0.25,219,3.485,0.02,27.81,0.0,4.2,3.485,21,1
294,3.66,3.7,3.73,-0.28,-0.43,6,30.27,69.73,57.92,-0.05,-0.17,0.25,208,3.68,0.02,27.41,0.0,4.0,3.68,21,1
295,3.89,3.92,3.89,-0.29,-0.19,39,31.82,68.18,60.84,-0.06,-0.17,0.26,774,3.905,0.02,27.07,0.0,5.0,3.905,21,1
296,4.1,4.14,4.29,-0.31,-0.01,3,33.38,66.62,63.76,-0.06,-0.17,0.26,347,4.12,0.02,26.65,0.0,5.11,4.12,21,1
297,4.34,4.38,4.46,-0.33,-0.76,83,35.03,64.97,66.86,-0.06,-0.17,0.27,635,4.36,0.02,26.27,0.0,5.37,4.36,21,1
298,4.6,4.64,4.83,-0.34,-0.5,83,36.77,63.23,70.11,-0.07,-0.18,0.28,507,4.62,0.02,25.9,0.0,5.3,4.62,21,1
299,4.86,4.9,5.37,-0.36,-0.08,4,38.56,61.44,73.43,-0.07,-0.18,0.28,262,4.88,0.02,25.48,0.0,5.85,4.88,21,1
300,5.15,5.19,5.13,-0.38,-0.29,235,40.44,59.56,76.94,-0.07,-0.18,0.29,925,5.17,0.02,25.11,0.0,6.54,5.17,21,1
301,5.45,5.5,5.4,-0.4,-2.73,17,42.4,57.6,80.56,-0.08,-0.18,0.29,218,5.475,0.02,24.73,0.0,6.74,5.475,21,1
302,5.77,5.82,6.0,-0.42,0.0,3,44.42,55.58,84.3,-0.08,-0.18,0.29,573,5.795,0.02,24.34,0.0,6.42,5.795,21,1
303,6.13,6.17,6.15,-0.44,-0.38,135,46.53,53.47,88.18,-0.08,-0.18,0.3,273,6.15,0.02,24.0,0.0,7.61,6.15,21,1
304,6.49,6.54,6.47,-0.46,-0.73,51,48.7,51.3,92.16,-0.09,-0.18,0.3,106,6.515,0.02,23.63,0.0,8.1,6.515,21,1
305,6.88,6.93,6.82,-0.49,-1.41,145,50.94,49.06,96.25,-0.09,-0.18,0.3,272,6.905,0.02,23.26,0.0,7.96,6.905,21,1
255,0.59,0.6,0.6,-0.04,-0.28,72,5.35,94.65,10.36,-0.01,-0.06,0.07,1613,0.595,0.0,41.91,0.0,0.67,0.595,23,1
260,0.74,0.75,0.75,-0.05,-0.04,4,6.63,93.37,12.82,-0.01,-0.07,0.09,261,0.745,0.0,40.01,0.0,1.01,0.745,23,1
265,0.93,0.95,0.93,-0.07,-0.08,19,8.27,91.73,15.97,-0.01,-0.08,0.1,1114,0.94,0.0,38.15,0.0,1.22,0.94,23,1
270,1.19,1.21,1.26,-0.09,-0.02,3,10.39,89.61,20.03,-0.02,-0.1,0.12,277,1.2,0.01,36.35,0.0,1.26,1.2,23,1
274,1.45,1.47,1.46,-0.11,-0.85,26,12.47,87.53,24.02,-0.02,-0.11,0.14,96,1.46,0.01,34.9,0.0,1.75,1.46,23,1
275,1.53,1.55,1.57,-0.11,-0.7,6,13.09,86.91,25.2,-0.02,-0.11,0.15,273,1.54,0.01,34.57,0.0,1.57,1.54,23,1
276,1.6,1.63,1.66,-0.12,-0.78,9,13.68,86.32,26.34,-0.02,-0.11,0.16,47,1.615,0.01,34.19,0.0,1.78,1.615,23,1
277,1.69,1.71,1.75,-0.12,-0.97,4,14.34,85.66,27.6,-0.03,-0.12,0.16,31,1.7,0.01,33.84,0.0,1.83,1.7,23,1
278,1.78,1.8,2.04,-0.13,-0.58,13,15.03,84.97,28.91,-0.03,-0.12,0.17,935,1.79,0.01,33.49,0.0,2.15,1.79,23,1
279,1.86,1.89,1.9,-0.14,-0.71,11,15.71,84.29,30.21,-0.03,-0.12,0.17,34,1.875,0.01,33.08,0.0,2.12,1.875,23,1
280,1.96,1.99,1.98,-0.14,-0.12,17,16.47,83.53,31.65,-0.03,-0.13,0.18,578,1.975,0.01,32.73,0.0,2.6,1.975,23,1
281,2.07,2.09,2.14,-0.15,-0.31,1,17.26,82.74,33.16,-0.03,-0.13,0.18,50,2.08,0.01,32.38,0.0,2.14,2.08,23,1
282,2.18,2.2,2.47,-0.16,0.0,3,18.08,81.92,34.73,-0.03,-0.13,0.19,49,2.19,0.01,32.03,0.0,2.47,2.19,23,1
283,2.28,2.31,2.29,-0.17,-0.15,13,18.9,81.1,36.28,-0.04,-0.14,0.2,192,2.295,0.01,31.61,0.0,2.95,2.295,23,1
285,2.53,2.56,2.54,-0.19,-0.16,93,20.75,79.25,39.8,-0.04,-0.14,0.21,825,2.545,0.01,30.89,0.0,3.26,2.545,23,1
286,2.67,2.7,3.0,-0.19,-1.07,2,21.76,78.24,41.71,-0.04,-0.15,0.22,24,2.685,0.01,30.55,0.0,3.0,2.685,23,1
288,2.96,2.99,3.34,-0.22,-1.2,2,23.87,76.13,45.69,-0.05,-0.15,0.23,230,2.975,0.01,29.8,0.0,3.34,2.975,23,1
290,3.28,3.32,3.3,-0.24,-0.3,85,26.18,73.82,50.05,-0.05,-0.16,0.24,437,3.3,0.01,29.06,0.0,4.2,3.3,23,1
291,3.46,3.49,4.02,-0.25,-0.52,3,27.41,72.59,52.37,-0.05,-0.16,0.25,167,3.475,0.01,28.68,0.0,4.02,3.475,23,1
292,3.65,3.67,4.06,-0.26,-1.43,1,28.7,71.3,54.79,-0.06,-0.16,0.25,78,3.66,0.01,28.3,0.0,4.06,3.66,23,1
293,3.85,3.87,4.13,-0.28,-1.87,1,30.06,69.94,57.34,-0.06,-0.16,0.26,43,3.86,0.02,27.94,0.0,4.13,3.86,23,1
294,4.05,4.08,4.18,-0.29,-0.25,8,31.47,68.53,59.97,-0.06,-0.17,0.27,107,4.065,0.02,27.55,0.0,4.34,4.065,23,1
295,4.26,4.29,4.37,-0.3,-1.89,5,32.91,67.09,62.67,-0.06,-0.17,0.27,151,4.275,0.02,27.14,0.0,4.79,4.275,23,1
296,4.5,4.53,5.14,-0.32,-0.07,1,34.47,65.53,65.57,-0.07,-0.17,0.28,33,4.515,0.02,26.79,0.0,5.14,4.515,23,1
297,4.74,4.77,5.0,-0.33,0.02,2,36.06,63.94,68.53,-0.07,-0.17,0.28,33,4.755,0.02,26.39,0.0,5.21,4.755,23,1
298,5.0,5.03,5.36,-0.35,-0.18,4,37.73,62.27,71.62,-0.07,-0.17,0.29,807,5.015,0.02,26.01,0.0,5.83,5.015,23,1
299,5.26,5.3,6.08,-0.37,0.58,1,39.45,60.55,74.8,-0.08,-0.17,0.3,53,5.28,0.02,25.6,0.0,6.08,5.28,23,1
300,5.55,5.59,5.72,-0.39,-0.13,26,41.25,58.75,78.13,-0.08,-0.17,0.3,137,5.57,0.02,25.21,0.0,6.87,5.57,23,1
301,5.86,5.9,5.87,-0.41,-1.58,12,43.13,56.87,81.58,-0.09,-0.17,0.3,154,5.88,0.02,24.84,0.0,6.74,5.88,23,1
302,6.18,6.23,7.73,-0.42,0.72,1,45.07,54.93,85.14,-0.09,-0.17,0.31,203,6.205,0.02,24.46,0.0,7.73,6.205,23,1
303,6.53,6.58,6.55,-0.44,-0.56,21,47.08,52.92,88.82,-0.09,-0.17,0.31,49,6.555,0.02,24.1,0.0,8.07,6.555,23,1
304,6.9,6.95,6.83,-0.47,-0.72,12,49.16,50.84,92.59,-0.1,-0.17,0.31,99,6.925,0.02,23.75,0.0,8.28,6.925,23,1
305,7.29,7.34,7.25,-0.49,-0.43,112,51.3,48.7,96.45,-0.1,-0.17,0.31,142,7.315,0.02,23.39,0.0,8.62,7.315,23,1
250,0.57,0.58,0.58,-0.04,-0.07,71,4.95,95.05,9.57,-0.01,-0.06,0.07,1351,0.575,0.0,43.57,0.0,0.7,0.575,25,1
251,0.6,0.61,1.13,-0.04,0.2,879,5.19,94.81,10.02,-0.01,-0.06,0.07,885,0.605,0.0,43.27,0.0,0.0,0.605,25,1
252,0.63,0.64,0.72,-0.04,-0.01,12,5.42,94.58,10.47,-0.01,-0.06,0.07,581,0.635,0.0,42.95,0.0,0.76,0.635,25,1
253,0.65,0.66,0.65,-0.04,-0.08,2,5.6,94.4,10.82,-0.01,-0.06,0.08,865,0.655,0.0,42.48,0.0,0.65,0.655,25,1
254,0.68,0.69,0.76,-0.05,-0.06,47,5.84,94.16,11.28,-0.01,-0.06,0.08,625,0.685,0.0,42.13,0.0,0.83,0.685,25,1
255,0.71,0.72,0.76,-0.05,-0.11,2,6.08,93.92,11.75,-0.01,-0.07,0.08,13616,0.715,0.0,41.76,0.0,0.86,0.715,25,1
256,0.74,0.75,0.77,-0.05,-0.29,1,6.33,93.67,12.22,-0.01,-0.07,0.08,629,0.745,0.0,41.38,0.0,0.77,0.745,25,1
257,0.77,0.78,0.84,-0.05,-0.13,20,6.58,93.42,12.69,-0.01,-0.07,0.09,247,0.775,0.0,40.98,0.0,0.84,0.775,25,1
259,0.85,0.86,0.93,-0.06,-0.02,1,7.19,92.81,13.88,-0.01,-0.07,0.09,566,0.855,0.0,40.34,0.0,0.93,0.855,25,1
260,0.88,0.89,0.87,-0.06,-0.11,50,7.45,92.55,14.38,-0.01,-0.08,0.1,1350,0.885,0.0,39.89,0.0,1.16,0.885,25,1
261,0.92,0.94,0.99,-0.06,-0.14,1,7.8,92.2,15.04,-0.01,-0.08,0.1,257,0.93,0.0,39.58,0.0,0.99,0.93,25,1
262,0.97,0.98,0.99,-0.07,-0.15,13,8.15,91.85,15.71,-0.02,-0.08,0.11,601,0.975,0.0,39.25,0.0,1.15,0.975,25,1
263,1.01,1.02,1.02,-0.07,-0.53,22,8.47,91.53,16.33,-0.02,-0.08,0.11,183,1.015,0.0,38.84,0.0,1.19,1.015,25,1
264,1.06,1.07,1.09,-0.07,-0.58,8,8.85,91.15,17.07,-0.02,-0.09,0.11,748,1.065,0.0,38.51,0.0,1.31,1.065,25,1
265,1.11,1.12,1.12,-0.08,-0.12,61,9.24,90.76,17.81,-0.02,-0.09,0.12,2595,1.115,0.0,38.16,0.0,1.38,1.115,25,1
266,1.16,1.17,1.17,-0.08,-0.25,6,9.63,90.37,18.56,-0.02,-0.09,0.12,1684,1.165,0.0,37.79,0.0,1.48,1.165,25,1
267,1.21,1.23,1.54,-0.08,0.18,3,10.06,89.94,19.37,-0.02,-0.09,0.13,412,1.22,0.01,37.44,0.0,1.54,1.22,25,1
268,1.27,1.29,1.38,-0.09,-0.54,21,10.51,89.49,20.24,-0.02,-0.1,0.13,195,1.28,0.01,37.1,0.0,1.47,1.28,25,1
269,1.33,1.35,1.34,-0.09,-0.57,34,10.97,89.03,21.11,-0.02,-0.1,0.13,501,1.34,0.01,36.74,0.0,1.37,1.34,25,1
270,1.4,1.41,1.4,-0.1,-0.14,344,11.46,88.54,22.05,-0.02,-0.1,0.14,1291,1.405,0.01,36.4,0.0,1.84,1.405,25,1
271,1.47,1.48,1.45,-0.1,-0.36,20,11.98,88.02,23.04,-0.02,-0.1,0.14,174,1.475,0.01,36.07,0.0,1.86,1.475,25,1
272,1.54,1.55,1.54,-0.11,-0.58,91,12.5,87.5,24.05,-0.02,-0.11,0.15,641,1.545,0.01,35.71,0.0,1.95,1.545,25,1
273,1.61,1.63,1.62,-0.11,-0.7,111,13.06,86.94,25.11,-0.03,-0.11,0.15,373,1.62,0.01,35.36,0.0,1.94,1.62,25,1
274,1.69,1.7,1.79,-0.12,-0.67,4,13.63,86.37,26.19,-0.03,-0.11,0.16,190,1.695,0.01,34.99,0.0,2.02,1.695,25,1
275,1.77,1.79,1.81,-0.12,-0.13,103,14.24,85.76,27.37,-0.03,-0.11,0.17,2320,1.78,0.01,34.66,0.0,2.23,1.78,25,1
276,1.86,1.87,2.08,-0.13,0.1,118,14.87,85.13,28.57,-0.03,-0.12,0.17,155,1.865,0.01,34.3,0.0,2.3,1.865,25,1
277,1.95,1.96,2.1,-0.13,-0.53,3,15.53,84.47,29.82,-0.03,-0.12,0.18,103,1.955,0.01,33.94,0.0,2.47,1.955,25,1
278,2.04,2.06,2.06,-0.14,-0.38,7,16.22,83.78,31.14,-0.03,-0.12,0.18,117,2.05,0.01,33.58,0.0,2.4,2.05,25,1
279,2.14,2.17,2.22,-0.15,-0.05,111,16.96,83.04,32.55,-0.03,-0.13,0.19,444,2.155,0.01,33.26,0.0,2.69,2.155,25,1
280,2.25,2.27,2.25,-0.15,-0.09,142,17.72,82.28,33.98,-0.04,-0.13,0.19,641,2.26,0.01,32.9,0.0,2.81,2.26,25,1
281,2.36,2.38,2.65,-0.16,0.18,130,18.5,81.5,35.47,-0.04,-0.13,0.2,121,2.37,0.01,32.54,0.0,2.88,2.37,25,1
282,2.48,2.5,2.48,-0.17,-0.46,26,19.34,80.66,37.06,-0.04,-0.13,0.21,269,2.49,0.01,32.2,0.0,3.16,2.49,25,1
283,2.6,2.62,2.58,-0.18,-0.11,7,20.19,79.81,38.68,-0.04,-0.14,0.21,281,2.61,0.01,31.83,0.0,3.23,2.61,25,1
284,2.73,2.75,3.19,-0.19,-0.85,2,21.1,78.9,40.39,-0.04,-0.14,0.22,282,2.74,0.01,31.47,0.0,3.19,2.74,25,1
285,2.86,2.88,2.87,-0.2,-0.23,185,22.02,77.98,42.13,-0.04,-0.14,0.23,1176,2.87,0.01,31.09,0.0,3.43,2.87,25,1
286,3.0,3.02,3.03,-0.21,-1.37,5,22.99,77.01,43.96,-0.05,-0.15,0.23,222,3.01,0.01,30.72,0.0,3.26,3.01,25,1
287,3.15,3.17,3.44,-0.21,-0.26,206,24.01,75.99,45.89,-0.05,-0.15,0.24,308,3.16,0.01,30.35,0.0,3.98,3.16,25,1
288,3.31,3.33,3.68,-0.23,-0.12,247,25.09,74.91,47.92,-0.05,-0.15,0.24,598,3.32,0.01,30.0,0.0,4.15,3.32,25,1
289,3.47,3.5,3.49,-0.24,-0.69,129,26.2,73.8,50.01,-0.05,-0.15,0.25,222,3.485,0.01,29.63,0.0,4.17,3.485,25,1
290,3.64,3.67,3.66,-0.25,-0.14,148,27.35,72.65,52.16,-0.06,-0.16,0.26,833,3.655,0.01,29.25,0.0,4.57,3.655,25,1
291,3.83,3.85,3.84,-0.26,-0.5,15,28.56,71.44,54.44,-0.06,-0.16,0.26,413,3.84,0.01,28.88,0.0,4.47,3.84,25,1
292,4.01,4.04,4.47,-0.27,-0.21,328,29.8,70.2,56.76,-0.06,-0.16,0.27,3113,4.025,0.01,28.48,0.0,5.07,4.025,25,1
293,4.22,4.25,4.74,-0.28,0.16,9,31.13,68.87,59.25,-0.06,-0.16,0.28,533,4.235,0.01,28.14,0.0,5.1,4.235,25,1
294,4.42,4.46,4.54,-0.3,-0.75,147,32.48,67.52,61.77,-0.07,-0.16,0.28,257,4.44,0.02,27.73,0.0,5.43,4.44,25,1
295,4.65,4.68,4.63,-0.31,-0.19,140,33.91,66.09,64.42,-0.07,-0.16,0.29,1263,4.665,0.02,27.36,0.0,5.42,4.665,25,1
296,4.89,4.92,4.95,-0.33,-0.38,158,35.4,64.6,67.19,-0.07,-0.17,0.29,726,4.905,0.02,26.99,0.0,6.1,4.905,25,1
297,5.13,5.16,5.11,-0.34,-1.03,23,36.92,63.08,70.01,-0.08,-0.17,0.3,266,5.145,0.02,26.58,0.0,6.37,5.145,25,1
298,5.39,5.42,5.35,-0.36,-0.51,103,38.52,61.48,72.97,-0.08,-0.17,0.3,392,5.405,0.02,26.19,0.0,5.99,5.405,25,1
299,5.66,5.7,5.62,-0.37,-1.07,7,40.18,59.82,76.04,-0.09,-0.17,0.31,124,5.68,0.02,25.81,0.0,6.24,5.68,25,1
300,5.96,5.99,5.89,-0.39,-0.3,717,41.92,58.08,79.22,-0.09,-0.17,0.31,3149,5.975,0.02,25.44,0.0,7.25,5.975,25,1
