Strike,BID,ASK,LAST,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,expire_days,target,dt_predict,rf_predict,kn_predict
312,0.7,0.71,0.71,-0.06,-0.09,112,6.9,93.1,13.43,-0.01,-0.09,0.09,13745,0.705,0.0,34.47,0.0,0.82,0.705,17,1,1,1,1
347,2.77,2.79,2.8,-0.35,-0.68,353,36.37,63.63,71.94,-0.05,-0.16,0.26,820,2.78,0.03,16.76,0.0,3.23,2.78,13,0,1,1,1
350,2.28,2.29,2.3,-0.43,-0.96,4074,43.8,56.2,86.96,-0.03,-0.18,0.2,1799,2.285,0.06,13.7,0.0,3.26,2.285,7,0,1,1,1
328,2.76,2.79,2.78,-0.18,-0.43,50,20.55,79.45,39.42,-0.06,-0.12,0.27,2069,2.775,0.01,26.47,0.0,3.0,2.775,29,1,1,1,1
312,1.54,1.56,1.58,-0.1,-0.05,18,11.47,88.53,22.12,-0.03,-0.1,0.17,2835,1.55,0.01,32.23,0.0,1.64,1.55,29,1,1,1,1
315,1.48,1.5,1.51,-0.1,-0.05,67,11.69,88.31,22.55,-0.03,-0.1,0.17,617,1.49,0.01,30.98,0.0,1.51,1.49,27,1,1,1,1
336,3.46,3.49,3.49,-0.25,-0.06,6,27.11,72.89,51.84,-0.07,-0.14,0.31,114,3.475,0.01,23.24,0.0,4.0,3.475,27,0,1,1,1
315,0.93,0.95,0.98,-0.08,-0.01,6,8.74,91.26,16.97,-0.02,-0.09,0.12,254,0.94,0.01,31.84,0.0,0.99,0.94,20,1,1,1,1
321,1.69,1.71,1.71,-0.12,0.01,12,13.9,86.1,26.8,-0.03,-0.11,0.19,641,1.7,0.01,29.62,0.0,1.85,1.7,24,1,1,1,1
326,2.56,2.58,2.69,-0.17,-0.27,1,19.04,80.96,36.56,-0.05,-0.12,0.25,5131,2.57,0.01,27.2,0.0,2.69,2.57,29,1,1,1,1
307,1.02,1.03,1.06,-0.07,0.06,2,8.27,91.73,15.99,-0.02,-0.09,0.12,242,1.025,0.0,35.12,0.0,1.11,1.025,24,1,1,1,1
290,0.59,0.6,0.61,-0.04,-0.04,15,4.72,95.28,9.15,-0.01,-0.06,0.07,17314,0.595,0.0,41.75,0.0,0.65,0.595,24,1,1,1,1
345,0.64,0.65,0.65,-0.18,-0.59,18284,18.06,81.94,35.94,-0.01,-0.22,0.1,13519,0.645,0.04,18.39,0.0,1.25,0.645,3,0,1,1,1
323,1.83,1.85,1.86,-0.13,-0.02,3,15.06,84.94,29.02,-0.03,-0.12,0.2,2134,1.84,0.01,28.84,0.0,1.86,1.84,24,1,1,1,1
331,1.2,1.22,1.38,-0.13,0.05,58,13.85,86.15,27.34,-0.02,-0.12,0.15,434,1.21,0.01,25.39,0.0,1.38,1.21,15,1,1,1,1
350,6.38,6.42,6.56,-0.48,-0.65,4,50.27,49.73,94.78,-0.11,-0.16,0.35,138,6.4,0.02,18.65,0.0,6.8,6.4,22,0,1,1,1
276,0.52,0.53,0.6,-0.03,-0.05,1,3.83,96.17,7.41,-0.01,-0.05,0.07,1501,0.525,0.0,45.22,0.0,0.0,0.525,29,1,1,1,1
344,1.73,1.74,1.74,-0.25,-0.6,358,26.41,73.59,52.33,-0.03,-0.17,0.2,5716,1.735,0.03,18.41,0.0,2.17,1.735,10,0,1,1,1
348,5.62,5.65,5.91,-0.44,-0.24,6,45.58,54.42,86.25,-0.1,-0.16,0.35,133,5.635,0.02,19.2,0.0,6.57,5.635,22,0,1,1,1
306,0.56,0.57,0.58,-0.05,-0.05,66,5.44,94.56,10.6,-0.01,-0.08,0.07,22891,0.565,0.0,37.21,0.0,0.66,0.565,17,1,1,1,1
314,0.76,0.77,0.78,-0.06,-0.21,320,7.51,92.49,14.62,-0.01,-0.09,0.1,17057,0.765,0.0,33.59,0.0,0.95,0.765,17,1,1,1,1
328,2.25,2.28,2.63,-0.17,0.09,7,18.53,81.47,35.66,-0.04,-0.13,0.23,968,2.265,0.01,26.91,0.0,2.63,2.265,24,0,1,1,1
313,0.86,0.88,0.94,-0.07,0.0,2,8.06,91.94,15.65,-0.01,-0.09,0.11,46,0.87,0.0,32.68,0.0,1.01,0.87,20,1,1,1,1
347,1.75,1.77,1.79,-0.31,-0.5,462,31.91,68.09,63.31,-0.03,-0.17,0.19,384,1.76,0.04,15.81,0.0,2.54,1.76,8,0,1,1,1
331,1.89,1.92,1.97,-0.16,-0.02,38,18.06,81.94,34.88,-0.03,-0.13,0.21,501,1.905,0.01,25.18,0.0,2.12,1.905,20,0,1,1,1
328,1.43,1.44,1.44,-0.13,-0.38,271,14.41,85.59,27.96,-0.02,-0.13,0.17,22531,1.435,0.01,27.39,0.0,1.78,1.435,17,1,1,1,1
349,7.15,7.18,7.22,-0.46,-0.75,71,48.8,51.2,91.86,-0.14,-0.15,0.4,1235,7.165,0.02,19.3,0.0,8.01,7.165,29,0,1,1,1
350,2.64,2.66,2.66,-0.44,-0.83,1092,44.61,55.39,88.47,-0.04,-0.18,0.22,2817,2.65,0.05,14.6,0.0,3.69,2.65,8,0,1,1,1
342,1.42,1.43,1.47,-0.21,-0.5,393,21.99,78.01,43.57,-0.02,-0.16,0.18,1862,1.425,0.02,19.34,0.0,1.89,1.425,10,0,1,1,1
346,0.78,0.79,0.79,-0.21,-0.65,2853,21.54,78.46,42.85,-0.01,-0.24,0.11,6071,0.785,0.04,17.81,0.0,1.44,0.785,3,0,1,1,1
299,1.02,1.03,1.03,-0.06,0.04,2,7.53,92.47,14.54,-0.02,-0.08,0.12,1194,1.025,0.0,36.95,0.0,1.05,1.025,29,1,1,1,1
293,0.85,0.87,0.86,-0.05,-0.1,5,6.29,93.71,12.15,-0.02,-0.07,0.1,2223,0.86,0.0,39.16,0.0,0.86,0.86,29,1,1,1,1
289,0.76,0.77,0.75,-0.04,-0.04,3,5.59,94.41,10.8,-0.01,-0.06,0.09,2346,0.765,0.0,40.6,0.0,0.8,0.765,29,1,1,1,1
341,1.62,1.64,1.72,-0.21,-0.3,59,22.36,77.64,44.25,-0.03,-0.14,0.2,136,1.63,0.02,19.29,0.0,2.02,1.63,13,0,1,1,1
345,5.12,5.15,5.23,-0.38,-0.24,445,40.05,59.95,76.0,-0.09,-0.16,0.35,1511,5.135,0.02,20.54,0.0,5.89,5.135,24,0,1,1,1
323,1.13,1.14,1.14,-0.1,-0.29,955,11.3,88.7,21.97,-0.02,-0.12,0.14,8107,1.135,0.01,29.64,0.0,1.38,1.135,17,1,1,1,1
303,0.89,0.9,0.96,-0.06,-0.04,6,7.19,92.81,13.92,-0.01,-0.08,0.11,201,0.895,0.0,36.67,0.0,0.96,0.895,24,1,1,1,1
328,1.63,1.65,1.79,-0.14,0.07,1,15.56,84.44,30.09,-0.03,-0.12,0.19,784,1.64,0.01,26.38,0.0,1.79,1.64,20,0,1,1,1
347,6.0,6.05,6.24,-0.42,0.0,3,44.39,55.61,83.88,-0.12,-0.15,0.38,0,6.025,0.02,19.48,0.0,6.38,6.025,27,0,1,1,1
305,0.64,0.66,0.68,-0.05,-0.01,6,5.93,94.07,11.52,-0.01,-0.07,0.09,114,0.65,0.0,36.07,0.0,0.71,0.65,20,1,1,1,1
315,1.71,1.73,1.74,-0.11,-0.23,69,12.74,87.26,24.54,-0.03,-0.1,0.19,14221,1.72,0.01,31.16,0.0,1.94,1.72,29,1,1,1,1
348,6.34,6.39,6.59,-0.44,0.19,6,46.41,53.59,87.58,-0.12,-0.15,0.38,3,6.365,0.02,19.18,0.0,6.66,6.365,27,0,1,1,1
302,1.12,1.13,1.17,-0.07,-0.07,17,8.28,91.72,15.98,-0.02,-0.08,0.13,1941,1.125,0.0,35.87,0.0,1.19,1.125,29,1,1,1,1
341,0.57,0.58,0.6,-0.13,-0.41,1382,13.1,86.9,26.04,-0.01,-0.12,0.11,1842,0.575,0.02,17.52,0.0,0.97,0.575,7,0,1,1,1
341,2.99,3.01,3.06,-0.28,-0.52,459,29.4,70.6,56.64,-0.05,-0.17,0.26,3396,3.0,0.02,21.94,0.0,3.65,3.0,17,0,1,1,1
338,1.27,1.29,1.32,-0.17,-0.26,21,17.69,82.31,35.01,-0.02,-0.13,0.17,738,1.28,0.02,20.63,0.0,1.66,1.28,13,0,1,1,1
324,1.18,1.19,1.22,-0.11,-0.2,1018,11.83,88.17,23.0,-0.02,-0.12,0.14,11947,1.185,0.01,29.17,0.0,1.35,1.185,17,1,1,1,1
342,3.5,3.53,3.55,-0.3,-0.58,12,32.3,67.7,61.89,-0.06,-0.16,0.29,112,3.515,0.02,20.9,0.0,4.14,3.515,20,0,1,1,1
335,0.77,0.78,0.79,-0.11,-0.33,922,12.06,87.94,23.9,-0.01,-0.12,0.12,11708,0.775,0.01,22.81,0.0,1.12,0.775,10,0,1,1,1
304,1.19,1.21,1.25,-0.07,0.15,3,8.83,91.17,17.05,-0.02,-0.08,0.14,1122,1.2,0.0,35.16,0.0,1.28,1.2,29,1,1,1,1
345,1.35,1.36,1.35,-0.24,-0.63,410,25.33,74.67,50.27,-0.02,-0.16,0.17,1065,1.355,0.03,16.7,0.0,2.0,1.355,8,0,1,1,1
301,1.08,1.1,1.12,-0.07,-0.06,7,8.02,91.98,15.48,-0.02,-0.08,0.13,1195,1.09,0.0,36.23,0.0,1.18,1.09,29,1,1,1,1
286,0.69,0.7,0.7,-0.04,-0.23,1,5.08,94.92,9.83,-0.01,-0.06,0.09,2111,0.695,0.0,41.6,0.0,0.7,0.695,29,1,1,1,1
310,1.24,1.26,1.33,-0.08,-0.05,9,9.77,90.23,18.87,-0.02,-0.09,0.15,248,1.25,0.0,32.83,0.0,1.33,1.25,27,1,1,1,1
347,5.28,5.31,5.56,-0.41,0.28,14,43.35,56.65,82.17,-0.09,-0.16,0.34,190,5.295,0.02,19.5,0.0,5.63,5.295,22,0,1,1,1
325,1.42,1.44,1.43,-0.12,-0.23,7,13.52,86.48,26.18,-0.03,-0.12,0.17,345,1.43,0.01,27.64,0.0,1.51,1.43,20,0,1,1,1
292,0.83,0.84,0.83,-0.05,-0.02,5,6.1,93.9,11.8,-0.01,-0.07,0.1,1712,0.835,0.0,39.52,0.0,0.83,0.835,29,1,1,1,1
319,1.57,1.59,1.74,-0.11,0.17,22,12.88,87.12,24.85,-0.03,-0.11,0.18,1120,1.58,0.01,30.44,0.0,1.77,1.58,24,1,1,1,1
338,0.57,0.59,0.6,-0.11,-0.12,36,11.4,88.6,22.64,-0.01,-0.11,0.1,938,0.58,0.02,19.96,0.0,0.95,0.58,8,0,1,1,1
318,0.9,0.91,0.93,-0.08,-0.25,157,8.95,91.05,17.42,-0.01,-0.1,0.11,23546,0.905,0.01,31.82,0.0,1.04,0.905,17,1,1,1,1
329,0.68,0.69,0.7,-0.09,-0.28,1,9.36,90.64,18.51,-0.01,-0.09,0.11,1107,0.685,0.01,24.81,0.0,0.7,0.685,13,1,1,1,1
311,1.49,1.51,1.59,-0.09,-0.07,21,11.1,88.9,21.4,-0.03,-0.09,0.17,2096,1.5,0.01,32.6,0.0,1.6,1.5,29,1,1,1,1
310,0.65,0.66,0.67,-0.05,-0.19,2483,6.37,93.63,12.41,-0.01,-0.08,0.09,175434,0.655,0.0,35.4,0.0,0.78,0.655,17,1,1,1,1
351,1.08,1.09,1.09,-0.47,-1.2,25983,47.72,52.28,95.14,-0.01,-0.34,0.1,4073,1.085,0.14,11.32,0.0,2.51,1.085,1,1,1,1,1
339,2.92,2.95,3.01,-0.26,-0.49,5,27.41,72.59,52.66,-0.05,-0.15,0.27,262,2.935,0.02,22.0,0.0,3.28,2.935,20,0,1,1,1
349,6.71,6.75,6.94,-0.46,-0.13,11,48.51,51.49,91.38,-0.13,-0.15,0.39,11,6.73,0.02,18.9,0.0,7.63,6.73,27,0,1,1,1
335,3.08,3.1,3.11,-0.23,-0.42,211,25.15,74.85,48.2,-0.06,-0.14,0.28,1762,3.09,0.01,24.2,0.0,3.56,3.09,24,0,1,1,1
348,4.84,4.85,4.87,-0.42,-0.84,1532,44.19,55.81,84.45,-0.08,-0.18,0.3,4244,4.845,0.03,19.49,0.0,5.77,4.845,17,0,1,1,1
332,1.77,1.78,1.79,-0.16,-0.45,326,17.79,82.21,34.47,-0.03,-0.14,0.19,9392,1.775,0.01,25.7,0.0,2.14,1.775,17,0,1,1,1
310,0.94,0.96,0.97,-0.07,-0.01,256,8.18,91.82,15.85,-0.02,-0.09,0.12,833,0.95,0.0,33.91,0.0,1.03,0.95,22,1,1,1,1
340,2.1,2.12,2.11,-0.23,-0.59,245,24.11,75.89,47.59,-0.04,-0.15,0.22,17856,2.11,0.02,21.32,0.0,2.57,2.11,15,1,1,1,1
325,2.16,2.19,2.18,-0.15,-0.18,12,17.12,82.88,32.94,-0.04,-0.12,0.23,965,2.175,0.01,27.28,0.0,2.32,2.175,27,1,1,1,1
343,4.6,4.62,4.6,-0.34,-0.05,40,36.45,63.55,69.34,-0.09,-0.16,0.34,27349,4.61,0.02,21.24,0.0,4.92,4.61,24,0,1,1,1
313,1.6,1.62,1.61,-0.1,-0.01,2,11.9,88.1,22.94,-0.03,-0.1,0.18,2151,1.61,0.01,31.91,0.0,1.67,1.61,29,1,1,1,1
342,5.04,5.07,5.08,-0.34,-0.09,152,36.32,63.68,69.0,-0.1,-0.14,0.37,1785,5.055,0.02,21.5,0.0,5.5,5.055,29,0,1,1,1
308,1.05,1.07,1.12,-0.07,-0.06,10,8.56,91.44,16.56,-0.02,-0.09,0.13,256,1.06,0.0,34.72,0.0,1.19,1.06,24,1,1,1,1
310,1.44,1.46,1.48,-0.09,-0.18,58,10.72,89.28,20.68,-0.03,-0.09,0.16,5485,1.45,0.0,32.95,0.0,1.59,1.45,29,1,1,1,1
306,1.27,1.28,1.31,-0.08,0.02,110,9.4,90.6,18.15,-0.02,-0.09,0.15,2798,1.275,0.0,34.41,0.0,1.37,1.275,29,1,1,1,1
277,0.53,0.55,0.59,-0.03,-0.05,1,3.94,96.06,7.62,-0.01,-0.05,0.07,2642,0.54,0.0,44.86,0.0,0.0,0.54,29,1,1,1,1
340,3.1,3.13,3.19,-0.27,-0.57,43,28.95,71.05,55.57,-0.06,-0.15,0.28,3901,3.115,0.02,21.63,0.0,3.71,3.115,20,0,1,1,1
343,2.6,2.62,2.65,-0.28,-0.63,12,29.42,70.58,58.09,-0.04,-0.16,0.25,556,2.61,0.02,20.04,0.0,3.2,2.61,15,0,1,1,1
345,2.3,2.32,2.32,-0.3,-0.74,103,30.89,69.11,61.12,-0.04,-0.15,0.24,1730,2.31,0.03,17.58,0.0,3.04,2.31,13,0,1,1,1
347,5.72,5.75,5.81,-0.42,-0.06,65,43.99,56.01,83.24,-0.1,-0.16,0.36,734,5.735,0.02,19.86,0.0,6.5,5.735,24,0,1,1,1
324,2.37,2.39,2.5,-0.16,-0.2,3,17.65,82.35,33.91,-0.05,-0.12,0.24,2653,2.38,0.01,27.92,0.0,2.56,2.38,29,1,1,1,1
351,3.68,3.7,3.7,-0.49,-0.98,670,49.78,50.22,98.51,-0.05,-0.18,0.24,1170,3.69,0.04,15.55,0.0,4.66,3.69,10,0,1,1,1
350,6.82,6.85,6.91,-0.48,-0.72,720,50.51,49.49,95.1,-0.12,-0.16,0.37,1562,6.835,0.02,18.99,0.0,7.83,6.835,24,0,1,1,1
320,0.68,0.7,0.7,-0.07,-0.13,20,7.7,92.3,15.19,-0.01,-0.09,0.1,1664,0.69,0.01,30.48,0.0,0.89,0.69,15,1,1,1,1
328,0.63,0.65,0.67,-0.08,-0.26,11,8.74,91.26,17.28,-0.01,-0.09,0.1,873,0.64,0.01,25.24,0.0,0.79,0.64,13,1,1,1,1
335,3.68,3.71,3.75,-0.25,-0.46,358,27.14,72.86,51.87,-0.07,-0.14,0.32,13269,3.695,0.01,23.95,0.0,4.13,3.695,29,1,1,1,1
329,2.87,2.9,2.93,-0.19,-0.42,12,21.36,78.64,40.96,-0.06,-0.13,0.27,2913,2.885,0.01,26.11,0.0,3.14,2.885,29,1,1,1,1
330,1.59,1.6,1.62,-0.15,-0.41,3352,16.0,84.0,31.03,-0.03,-0.14,0.18,59350,1.595,0.01,26.55,0.0,1.95,1.595,17,0,1,1,1
351,4.88,4.91,4.9,-0.49,-0.94,148,50.13,49.87,98.88,-0.07,-0.16,0.29,456,4.895,0.03,17.01,0.0,5.93,4.895,15,0,1,1,1
300,1.05,1.06,1.07,-0.06,-0.09,121,7.76,92.24,14.98,-0.02,-0.08,0.12,31207,1.055,0.0,36.57,0.0,1.17,1.055,29,1,1,1,1
343,1.04,1.05,1.05,-0.19,-0.52,99,20.03,79.97,39.76,-0.02,-0.15,0.15,930,1.045,0.03,17.58,0.0,1.3,1.045,8,0,1,1,1
332,2.35,2.37,2.55,-0.19,-0.13,1,20.64,79.36,39.7,-0.04,-0.14,0.24,94,2.36,0.01,25.1,0.0,2.55,2.36,22,0,1,1,1
305,0.54,0.55,0.56,-0.04,-0.05,1417,5.24,94.76,10.21,-0.01,-0.08,0.07,46969,0.545,0.0,37.67,0.0,0.65,0.545,17,1,1,1,1
311,0.68,0.69,0.71,-0.06,-0.11,63,6.66,93.34,12.98,-0.01,-0.09,0.09,22035,0.685,0.0,35.0,0.0,0.8,0.685,17,1,1,1,1
318,1.9,1.92,1.92,-0.12,-0.1,344,14.16,85.84,27.26,-0.04,-0.11,0.2,3466,1.91,0.01,30.08,0.0,2.04,1.91,29,1,1,1,1
303,0.5,0.51,0.5,-0.04,-0.07,95,4.84,95.16,9.43,-0.01,-0.07,0.07,17732,0.505,0.0,38.53,0.0,0.6,0.505,17,1,1,1,1
345,3.91,3.92,3.92,-0.35,-0.77,4249,37.15,62.85,71.28,-0.06,-0.18,0.29,12067,3.915,0.02,20.46,0.0,4.72,3.915,17,0,1,1,1
327,2.16,2.18,2.25,-0.16,-0.23,14,17.76,82.24,34.19,-0.04,-0.13,0.22,1611,2.17,0.01,27.3,0.0,2.35,2.17,24,0,1,1,1
332,1.27,1.29,1.3,-0.14,-0.32,228,14.68,85.32,28.97,-0.02,-0.12,0.16,346,1.28,0.01,24.93,0.0,1.63,1.28,15,1,1,1,1
318,1.51,1.53,1.56,-0.11,0.03,1,12.38,87.62,23.9,-0.03,-0.11,0.17,245,1.52,0.01,30.82,0.0,1.56,1.52,24,1,1,1,1
346,2.13,2.15,2.16,-0.31,-0.65,454,31.82,68.18,63.03,-0.03,-0.17,0.21,7936,2.14,0.03,17.55,0.0,2.78,2.14,10,0,1,1,1
345,5.82,5.85,5.88,-0.39,-0.66,2653,41.24,58.76,78.07,-0.12,-0.15,0.38,7520,5.835,0.02,20.48,0.0,6.34,5.835,29,0,1,1,1
307,0.58,0.59,0.61,-0.05,-0.08,69,5.65,94.35,11.01,-0.01,-0.08,0.08,17876,0.585,0.0,36.75,0.0,0.67,0.585,17,1,1,1,1
349,2.94,2.96,2.95,-0.41,-0.89,903,41.82,58.18,82.81,-0.04,-0.18,0.24,3595,2.95,0.04,16.28,0.0,3.88,2.95,10,0,1,1,1
331,3.12,3.14,3.16,-0.21,-0.17,261,23.12,76.88,44.28,-0.06,-0.13,0.29,1592,3.13,0.01,25.4,0.0,3.17,3.13,29,1,1,1,1
348,3.04,3.07,3.13,-0.38,-0.74,59,39.43,60.57,77.99,-0.05,-0.16,0.26,1027,3.055,0.03,16.36,0.0,3.62,3.055,13,0,1,1,1
324,0.5,0.51,0.64,-0.06,0.04,1,6.81,93.19,13.46,-0.01,-0.08,0.08,137,0.505,0.01,27.13,0.0,0.64,0.505,13,1,1,1,1
351,2.08,2.1,2.1,-0.48,-1.11,9523,48.99,51.01,97.4,-0.02,-0.29,0.15,1816,2.09,0.07,14.87,0.0,3.34,2.09,3,0,1,1,1
331,2.57,2.59,2.71,-0.19,-0.29,17,21.08,78.92,40.5,-0.05,-0.14,0.25,2135,2.58,0.01,25.75,0.0,2.71,2.58,24,0,1,1,1
335,1.01,1.03,1.04,-0.13,-0.19,75,14.12,85.88,27.94,-0.02,-0.11,0.15,1220,1.02,0.01,21.98,0.0,1.35,1.02,13,1,1,1,1
344,5.11,5.16,5.17,-0.37,-0.12,7,38.76,61.24,73.56,-0.1,-0.15,0.36,759,5.135,0.02,20.44,0.0,5.47,5.135,27,0,1,1,1
316,1.77,1.79,1.78,-0.11,0.0,1,13.19,86.81,25.41,-0.03,-0.1,0.19,1921,1.78,0.01,30.8,0.0,1.78,1.78,29,1,1,1,1
347,4.82,4.85,4.98,-0.41,0.0,5,42.5,57.5,80.9,-0.08,-0.17,0.33,168,4.835,0.02,19.16,0.0,5.08,4.835,20,0,1,1,1
350,4.49,4.51,4.6,-0.46,-0.75,97,47.02,52.98,92.76,-0.07,-0.16,0.29,630,4.5,0.03,17.32,0.0,5.16,4.5,15,0,1,1,1
313,0.73,0.74,0.77,-0.06,-0.19,71,7.2,92.8,14.02,-0.01,-0.09,0.1,15775,0.735,0.0,34.04,0.0,0.85,0.735,17,1,1,1,1
341,0.81,0.83,0.86,-0.15,-0.29,304,15.94,84.06,31.63,-0.01,-0.13,0.13,878,0.82,0.02,18.53,0.0,1.13,0.82,8,0,1,1,1
351,6.05,6.07,6.08,-0.5,-0.93,1283,52.1,47.9,99.09,-0.09,-0.18,0.31,1766,6.06,0.03,18.75,0.0,7.14,6.06,17,0,1,1,1
303,1.15,1.17,1.21,-0.07,0.01,1,8.54,91.46,16.49,-0.02,-0.08,0.14,1375,1.16,0.0,35.5,0.0,1.21,1.16,29,1,1,1,1
319,1.09,1.11,1.12,-0.09,-0.05,16,10.32,89.68,20.02,-0.02,-0.1,0.14,271,1.1,0.01,30.13,0.0,1.15,1.1,20,1,1,1,1
308,0.6,0.61,0.63,-0.05,-0.12,64,5.86,94.14,11.42,-0.01,-0.08,0.08,17209,0.605,0.0,36.27,0.0,0.71,0.605,17,1,1,1,1
337,0.51,0.53,0.56,-0.1,-0.25,86,10.24,89.76,20.33,-0.01,-0.11,0.09,1050,0.52,0.02,20.45,0.0,0.76,0.52,8,1,1,1,1
333,1.87,1.88,1.91,-0.17,-0.24,359,18.77,81.23,36.36,-0.03,-0.15,0.2,22142,1.875,0.01,25.28,0.0,2.26,1.875,17,0,1,1,1
311,0.8,0.81,1.18,-0.06,-0.87,35,7.43,92.57,14.44,-0.01,-0.08,0.1,91,0.805,0.0,33.51,0.0,0.0,0.805,20,1,1,1,1
305,0.79,0.81,0.82,-0.06,-0.11,4,6.83,93.17,13.25,-0.01,-0.08,0.1,830,0.8,0.0,35.97,0.0,0.88,0.8,22,1,1,1,1
336,2.21,2.22,2.26,-0.21,-0.5,260,22.11,77.89,42.75,-0.04,-0.16,0.22,15466,2.215,0.02,23.99,0.0,2.53,2.215,17,0,1,1,1
338,1.84,1.86,2.0,-0.2,-0.17,8,21.2,78.8,41.86,-0.03,-0.14,0.21,487,1.85,0.02,22.22,0.0,2.07,1.85,15,1,1,1,1
346,6.12,6.15,6.27,-0.41,-0.24,374,43.02,56.98,81.35,-0.12,-0.15,0.39,1360,6.135,0.02,20.17,0.0,6.44,6.135,29,0,1,1,1
340,4.59,4.62,4.62,-0.31,-0.57,835,33.38,66.62,63.54,-0.09,-0.14,0.35,14310,4.605,0.02,22.18,0.0,5.2,4.605,29,0,1,1,1
334,3.16,3.19,3.22,-0.23,-0.03,1,24.86,75.14,47.6,-0.06,-0.13,0.29,85,3.175,0.01,23.97,0.0,3.22,3.175,27,1,1,1,1
344,0.89,0.9,0.9,-0.19,-0.54,1697,19.75,80.25,39.25,-0.01,-0.14,0.14,5671,0.895,0.03,16.18,0.0,1.51,0.895,7,0,1,1,1
341,1.29,1.3,1.35,-0.19,-0.48,352,20.09,79.91,39.8,-0.02,-0.15,0.17,4681,1.295,0.02,19.81,0.0,1.67,1.295,10,0,1,1,1
288,0.73,0.75,0.83,-0.04,-0.18,13,5.41,94.59,10.45,-0.01,-0.06,0.09,2567,0.74,0.0,40.93,0.0,0.0,0.74,29,1,1,1,1
343,3.72,3.75,3.76,-0.32,-0.58,5,34.12,65.88,65.29,-0.07,-0.16,0.3,103,3.735,0.02,20.52,0.0,3.76,3.735,20,0,1,1,1
336,2.86,2.88,3.02,-0.23,-0.08,70,24.98,75.02,47.92,-0.05,-0.15,0.27,199,2.87,0.01,23.53,0.0,3.4,2.87,22,0,1,1,1
295,0.69,0.7,0.8,-0.04,0.02,5,5.54,94.46,10.72,-0.01,-0.07,0.09,1521,0.695,0.0,39.81,0.0,0.8,0.695,24,1,1,1,1
339,1.37,1.39,1.42,-0.18,-0.21,42,19.08,80.92,37.75,-0.02,-0.13,0.18,291,1.38,0.02,20.15,0.0,1.55,1.38,13,0,1,1,1
337,2.61,2.63,2.68,-0.23,-0.03,3,24.62,75.38,47.39,-0.05,-0.15,0.25,123,2.62,0.02,22.78,0.0,2.76,2.62,20,0,1,1,1
348,6.78,6.81,6.85,-0.44,-0.73,92,46.81,53.19,88.25,-0.13,-0.15,0.4,1603,6.795,0.02,19.57,0.0,7.68,6.795,29,0,1,1,1
304,0.52,0.53,0.54,-0.04,-0.1,58,5.04,94.96,9.81,-0.01,-0.07,0.07,14296,0.525,0.0,38.11,0.0,0.59,0.525,17,1,1,1,1
344,1.18,1.19,1.23,-0.22,-0.15,15,22.5,77.5,44.65,-0.02,-0.16,0.16,268,1.185,0.03,17.11,0.0,1.36,1.185,8,0,1,1,1
334,2.21,2.24,2.36,-0.19,0.04,12,21.04,78.96,40.57,-0.04,-0.14,0.23,312,2.225,0.01,23.97,0.0,2.47,2.225,20,0,1,1,1
325,0.53,0.54,0.56,-0.07,-0.15,6,7.24,92.76,14.31,-0.01,-0.08,0.09,830,0.535,0.01,26.66,0.0,0.74,0.535,13,1,1,1,1
342,3.19,3.21,3.22,-0.29,-0.64,1423,31.16,68.84,59.98,-0.05,-0.17,0.27,6081,3.2,0.02,21.56,0.0,3.91,3.2,17,0,1,1,1
341,2.25,2.27,2.3,-0.24,-0.37,15,25.74,74.26,50.82,-0.04,-0.15,0.23,878,2.26,0.02,20.88,0.0,2.52,2.26,15,0,1,1,1
347,1.42,1.43,1.46,-0.29,-0.71,499,29.75,70.25,59.09,-0.02,-0.17,0.18,971,1.425,0.04,14.91,0.0,2.18,1.425,7,0,1,1,1
319,1.97,1.99,1.98,-0.13,-0.03,13,14.68,85.32,28.26,-0.04,-0.11,0.21,2418,1.98,0.01,29.72,0.0,2.15,1.98,29,1,1,1,1
320,1.78,1.8,1.87,-0.12,-0.2,10,14.08,85.92,27.14,-0.03,-0.11,0.2,282,1.79,0.01,29.12,0.0,1.96,1.79,27,1,1,1,1
346,4.51,4.54,4.58,-0.38,-0.7,13,40.24,59.76,76.71,-0.08,-0.16,0.32,440,4.525,0.02,19.48,0.0,4.86,4.525,20,0,1,1,1
326,1.3,1.31,1.32,-0.12,-0.34,218,13.06,86.94,25.36,-0.02,-0.12,0.15,8614,1.305,0.01,28.3,0.0,1.53,1.305,17,1,1,1,1
310,1.13,1.14,1.16,-0.08,-0.2,8,9.19,90.81,17.77,-0.02,-0.09,0.13,3609,1.135,0.0,33.93,0.0,1.2,1.135,24,1,1,1,1
350,3.29,3.31,3.32,-0.45,-0.94,9938,45.69,54.31,90.45,-0.05,-0.18,0.24,6680,3.3,0.04,15.91,0.0,4.35,3.3,10,0,1,1,1
281,0.6,0.61,0.6,-0.03,-0.2,1,4.42,95.58,8.54,-0.01,-0.05,0.08,1394,0.605,0.0,43.44,0.0,0.6,0.605,29,1,1,1,1
336,0.83,0.84,0.85,-0.12,-0.36,285,13.05,86.95,25.84,-0.01,-0.12,0.12,2368,0.835,0.01,22.27,0.0,1.2,0.835,10,0,1,1,1
