,Option Code,LAST,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Volume.1,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,ASK,Unnamed: 22,Unnamed: 23,Exp,Strike
398,SPY200909C332,19.35,-.33,7,91.04%,8.96%,17.75%,0.07,-0.12,0.08,7,"1,084",0.54,0.01,25.35%,18.51,18.95,19.15,,,9 SEP 20,332
399,SPY200909C333,18.16,+.86,68,91.64%,8.36%,16.58%,0.08,-0.1,0.08,68,439,0.46,0.01,23.33%,17.51,17.82,18.12,,,9 SEP 20,333
400,SPY200909C334,16.1,0,0,90.76%,9.24%,18.34%,0.07,-0.11,0.09,0,396,0.51,0.01,22.87%,16.51,16.89,17.15,,,9 SEP 20,334
401,SPY200909C335,16.26,0,0,89.24%,10.76%,21.33%,0.07,-0.12,0.1,0,614,0.615,0.01,22.93%,15.51,16.02,16.23,,,9 SEP 20,335
402,SPY200909C336,14.6,0,0,88.09%,11.91%,23.62%,0.07,-0.13,0.1,0,141,0.685,0.02,22.50%,14.51,15.14,15.25,,,9 SEP 20,336
403,SPY200909C337,13.43,0,0,86.07%,13.93%,27.61%,0.07,-0.15,0.12,0,310,0.84,0.02,22.73%,13.51,14.29,14.41,,,9 SEP 20,337
404,SPY200909C338,12.87,0,0,84.84%,15.16%,30.04%,0.07,-0.15,0.12,0,558,0.91,0.02,22.11%,12.51,13.36,13.48,,,9 SEP 20,338
405,SPY200909C339,12.0,0,0,84.28%,15.72%,31.19%,0.07,-0.15,0.13,0,511,0.9,0.02,20.81%,11.51,12.36,12.46,,,9 SEP 20,339
406,SPY200909C340,11.79,+.06,12,83.53%,16.47%,32.67%,0.07,-0.14,0.13,12,663,0.9,0.02,19.58%,10.51,11.37,11.45,,,9 SEP 20,340
407,SPY200909C341,11.0,+.34,1,81.69%,18.31%,36.32%,0.07,-0.15,0.14,1,567,1.005,0.02,19.08%,9.51,10.47,10.56,,,9 SEP 20,341
408,SPY200909C342,10.1,+.43,3,79.67%,20.33%,40.34%,0.07,-0.16,0.15,3,689,1.12,0.03,18.54%,8.51,9.59,9.67,,,9 SEP 20,342
409,SPY200909C343,9.24,+.62,3,76.07%,23.93%,47.44%,0.06,-0.18,0.17,3,588,1.425,0.03,19.07%,7.51,8.89,8.98,,,9 SEP 20,343
410,SPY200909C344,8.46,+.36,11,73.59%,26.41%,52.35%,0.06,-0.18,0.18,11,583,1.58,0.03,18.51%,6.51,8.05,8.13,,,9 SEP 20,344
411,SPY200909C345,7.45,+.48,53,71.42%,28.58%,56.69%,0.06,-0.18,0.18,53,906,1.66,0.03,17.43%,5.51,7.14,7.2,,,9 SEP 20,345
412,SPY200909C346,6.27,+.37,8,68.58%,31.42%,62.33%,0.06,-0.18,0.19,8,598,1.805,0.04,16.61%,4.51,6.3,6.33,,,9 SEP 20,346
413,SPY200909C347,5.65,-.21,982,64.33%,35.67%,70.72%,0.06,-0.2,0.2,982,473,2.19,0.04,16.86%,3.51,5.67,5.73,,,9 SEP 20,347
414,SPY200909C348,5.35,+.31,12,61.00%,39.00%,77.34%,0.05,-0.19,0.21,12,435,2.325,0.04,15.70%,2.51,4.82,4.85,,,9 SEP 20,348
415,SPY200909C349,4.16,-.08,162,56.40%,43.60%,86.41%,0.05,-0.2,0.22,162,841,2.77,0.04,15.86%,1.51,4.26,4.3,,,9 SEP 20,349
416,SPY200909C350,3.54,+.25,658,51.93%,48.07%,95.26%,0.04,-0.19,0.22,658,"1,444",3.125,0.05,15.38%,0.51,3.62,3.65,,,9 SEP 20,350
417,SPY200909C351,3.05,+.33,735,47.18%,52.82%,95.22%,0.04,-0.19,0.22,735,"1,487",3.07,0.05,15.07%,0.0,3.05,3.09,,,9 SEP 20,351
418,SPY200909C352,2.47,+.21,380,42.26%,57.74%,85.24%,0.04,-0.18,0.22,380,936,2.545,0.05,14.71%,0.0,2.53,2.56,,,9 SEP 20,352
419,SPY200909C353,2.03,+.15,143,37.30%,62.70%,75.18%,0.03,-0.17,0.21,143,639,2.085,0.05,14.42%,0.0,2.07,2.1,,,9 SEP 20,353
420,SPY200909C354,1.6,-.09,102,32.06%,67.94%,64.57%,0.03,-0.16,0.2,102,"2,177",1.625,0.05,13.86%,0.0,1.61,1.64,,,9 SEP 20,354
421,SPY200909C355,1.47,+.28,"8,837",27.44%,72.56%,55.25%,0.02,-0.14,0.19,"8,837",912,1.31,0.04,13.77%,0.0,1.3,1.32,,,9 SEP 20,355
422,SPY200909C356,1.15,+.21,195,22.94%,77.06%,46.16%,0.02,-0.13,0.17,195,614,1.02,0.04,13.56%,0.0,1.01,1.03,,,9 SEP 20,356
423,SPY200909C357,0.8,0,73,18.92%,81.08%,38.06%,0.02,-0.11,0.15,73,971,0.79,0.04,13.43%,0.0,0.78,0.8,,,9 SEP 20,357
424,SPY200909C358,0.64,-.08,45,15.43%,84.57%,31.02%,0.01,-0.1,0.13,45,845,0.61,0.03,13.36%,0.0,0.6,0.62,,,9 SEP 20,358
425,SPY200909C359,0.54,+.09,20,12.54%,87.46%,25.20%,0.01,-0.09,0.12,20,639,0.475,0.03,13.40%,0.0,0.47,0.48,,,9 SEP 20,359
426,SPY200909C360,0.41,+.03,50,10.07%,89.93%,20.24%,0.01,-0.07,0.1,50,"1,003",0.365,0.02,13.43%,0.0,0.36,0.37,,,9 SEP 20,360
427,SPY200909C361,0.32,-.01,4,8.11%,91.89%,16.29%,0.01,-0.06,0.09,4,291,0.285,0.02,13.54%,0.0,0.28,0.29,,,9 SEP 20,361
428,SPY200909C362,0.25,-.04,28,6.36%,93.64%,12.78%,0.01,-0.05,0.07,28,69,0.215,0.02,13.57%,0.0,0.21,0.22,,,9 SEP 20,362
429,SPY200909C363,0.18,-.03,9,5.03%,94.97%,10.10%,0.0,-0.04,0.06,9,636,0.165,0.01,13.67%,0.0,0.16,0.17,,,9 SEP 20,363
430,SPY200909C364,0.13,-.02,7,3.93%,96.07%,7.89%,0.0,-0.03,0.05,7,226,0.125,0.01,13.76%,0.0,0.12,0.13,,,9 SEP 20,364
431,SPY200909C365,0.12,-.01,40,3.30%,96.70%,6.62%,0.0,-0.03,0.04,40,173,0.105,0.01,14.12%,0.0,0.1,0.11,,,9 SEP 20,365
432,SPY200909C366,0.08,-.03,10,2.67%,97.33%,5.37%,0.0,-0.03,0.04,10,193,0.085,0.01,14.35%,0.0,0.08,0.09,,,9 SEP 20,366
433,SPY200909C367,0.07,-.02,1,2.09%,97.91%,4.19%,0.0,-0.02,0.03,1,17,0.065,0.01,14.46%,0.0,0.06,0.07,,,9 SEP 20,367
434,SPY200909C368,0.05,-.02,1,1.75%,98.25%,3.52%,0.0,-0.02,0.02,1,84,0.055,0.01,14.80%,0.0,0.05,0.06,,,9 SEP 20,368
435,SPY200909C369,0.06,0,3,1.45%,98.55%,2.91%,0.0,-0.02,0.02,3,56,0.045,0.0,15.08%,0.0,0.04,0.05,,,9 SEP 20,369
436,SPY200909C370,0.05,0,0,1.14%,98.86%,2.29%,0.0,-0.01,0.02,0,363,0.035,0.0,15.23%,0.0,0.03,0.04,,,9 SEP 20,370
437,SPY200909C371,0.05,0,0,1.10%,98.90%,2.20%,0.0,-0.01,0.02,0,64,0.035,0.0,15.88%,0.0,0.03,0.04,,,9 SEP 20,371
438,SPY200909C372,0.02,-.01,1,1.06%,98.94%,2.12%,0.0,-0.01,0.02,1,26,0.035,0.0,16.53%,0.0,0.03,0.04,,,9 SEP 20,372
439,SPY200909C373,0.04,0,0,0.78%,99.22%,1.57%,0.0,-0.01,0.01,0,9,0.025,0.0,16.47%,0.0,0.02,0.03,,,9 SEP 20,373
440,SPY200909C374,0.0,0,<empty>,0.75%,99.25%,1.51%,0.0,-0.01,0.01,<empty>,0,0.025,0.0,17.09%,0.0,0.02,0.03,,,9 SEP 20,374
441,SPY200909C375,0.03,0,0,0.73%,99.27%,1.46%,0.0,-0.01,0.01,0,303,0.025,0.0,17.70%,0.0,0.02,0.03,,,9 SEP 20,375
442,SPY200909C376,0.0,0,<empty>,0.47%,99.53%,0.95%,0.0,-0.01,0.01,<empty>,0,0.015,0.0,17.31%,0.0,0.01,0.02,,,9 SEP 20,376
443,SPY200909C377,0.0,0,<empty>,0.45%,99.55%,0.91%,0.0,-0.01,0.01,<empty>,0,0.015,0.0,17.89%,0.0,0.01,0.02,,,9 SEP 20,377
444,SPY200909C378,0.02,0,0,0.44%,99.56%,0.88%,0.0,-0.01,0.01,0,1,0.015,0.0,18.46%,0.0,0.01,0.02,,,9 SEP 20,378
445,SPY200909C379,0.0,0,<empty>,0.42%,99.58%,0.85%,0.0,-0.01,0.01,<empty>,0,0.015,0.0,19.02%,0.0,0.01,0.02,,,9 SEP 20,379
446,SPY200909C380,0.02,0,0,0.41%,99.59%,0.83%,0.0,-0.01,0.01,0,72,0.015,0.0,19.59%,0.0,0.01,0.02,,,9 SEP 20,380
447,SPY200909C381,0.0,0,<empty>,0.40%,99.60%,0.80%,0.0,-0.01,0.01,<empty>,0,0.015,0.0,20.15%,0.0,0.01,0.02,,,9 SEP 20,381
448,SPY200909C382,0.0,0,<empty>,0.39%,99.61%,0.78%,0.0,-0.01,0.01,<empty>,0,0.015,0.0,20.71%,0.0,0.01,0.02,,,9 SEP 20,382
449,SPY200909C383,0.0,0,<empty>,0.38%,99.62%,0.76%,0.0,-0.01,0.01,<empty>,0,0.015,0.0,21.27%,0.0,0.01,0.02,,,9 SEP 20,383
450,SPY200909C384,0.0,0,<empty>,0.15%,99.85%,0.30%,0.0,0.0,0.0,<empty>,0,0.005,0.0,19.65%,0.0,0.0,0.01,,,9 SEP 20,384
451,SPY200909C385,0.01,0,0,0.14%,99.86%,0.29%,0.0,0.0,0.0,0,14,0.005,0.0,20.16%,0.0,0.0,0.01,,,9 SEP 20,385
452,SPY200909C390,0.01,0,0,0.13%,99.87%,0.25%,0.0,0.0,0.0,0,42,0.005,0.0,22.66%,0.0,0.0,0.01,,,9 SEP 20,390
453,SPY200909C395,0.02,+.01,657,0.11%,99.89%,0.23%,0.0,0.0,0.0,657,755,0.005,0.0,25.11%,0.0,0.0,0.01,,,9 SEP 20,395
454,SPY200909C400,0.01,0,1,0.10%,99.90%,0.21%,0.0,0.0,0.0,1,120,0.005,0.0,27.50%,0.0,0.0,0.01,,,9 SEP 20,400
455,SPY200909C405,0.01,0,4,0.09%,99.91%,0.19%,0.0,0.0,0.0,4,12,0.005,0.0,29.85%,0.0,0.0,0.01,,,9 SEP 20,405
456,SPY200909C410,0.0,0,<empty>,0.09%,99.91%,0.18%,0.0,0.0,0.0,<empty>,0,0.005,0.0,32.15%,0.0,0.0,0.01,,,9 SEP 20,410
457,SPY200909C415,0.0,0,<empty>,0.08%,99.92%,0.16%,0.0,0.0,0.0,<empty>,0,0.005,0.0,34.42%,0.0,0.0,0.01,,,9 SEP 20,415
458,SPY200911C175,0.0,0,<empty>,99.27%,0.73%,1.40%,0.05,-0.04,0.01,<empty>,0,0.105,0.0,155.37%,175.51,175.45,175.78,,,11 SEP 20,175
459,SPY200911C180,0.0,0,<empty>,99.21%,0.79%,1.52%,0.05,-0.04,0.01,<empty>,0,0.115,0.0,151.02%,170.51,170.46,170.79,,,11 SEP 20,180
460,SPY200911C185,0.0,0,<empty>,99.26%,0.74%,1.43%,0.06,-0.04,0.01,<empty>,6,0.105,0.0,143.79%,165.51,165.45,165.78,,,11 SEP 20,185
461,SPY200911C190,0.0,0,<empty>,98.61%,1.39%,2.66%,0.06,-0.07,0.01,<empty>,0,0.225,0.0,151.37%,160.51,160.57,160.9,,,11 SEP 20,190
462,SPY200911C195,0.0,0,<empty>,98.60%,1.40%,2.69%,0.06,-0.07,0.01,<empty>,0,0.225,0.0,145.47%,155.51,155.57,155.9,,,11 SEP 20,195
463,SPY200911C200,0.0,0,<empty>,98.58%,1.42%,2.72%,0.06,-0.07,0.01,<empty>,0,0.225,0.0,139.74%,150.51,150.57,150.9,,,11 SEP 20,200
464,SPY200911C205,0.0,0,<empty>,98.62%,1.38%,2.66%,0.06,-0.07,0.01,<empty>,0,0.215,0.0,133.37%,145.51,145.58,145.87,,,11 SEP 20,205
465,SPY200911C210,126.77,<empty>,10,98.52%,1.48%,2.85%,0.06,-0.07,0.01,10,10,0.23,0.0,129.03%,140.51,140.58,140.9,,,11 SEP 20,210
466,SPY200911C215,0.0,0,<empty>,99.11%,0.89%,1.72%,0.06,-0.04,0.01,<empty>,0,0.12,0.0,114.07%,135.51,135.47,135.79,,,11 SEP 20,215
467,SPY200911C220,0.0,0,<empty>,99.19%,0.81%,1.58%,0.07,-0.04,0.01,<empty>,0,0.105,0.0,107.49%,130.51,130.45,130.78,,,11 SEP 20,220
468,SPY200911C225,104.49,+1.12,1,99.94%,0.06%,0.11%,0.07,0.0,0.0,1,10,0.005,0.0,77.08%,125.51,125.35,125.68,,,11 SEP 20,225
469,SPY200911C230,0.0,0,<empty>,99.00%,1.00%,1.95%,0.07,-0.04,0.01,<empty>,1,0.13,0.0,100.63%,120.51,120.49,120.79,,,11 SEP 20,230
470,SPY200911C235,0.0,0,<empty>,99.17%,0.83%,1.61%,0.07,-0.03,0.01,<empty>,0,0.1,0.0,93.01%,115.51,115.41,115.81,,,11 SEP 20,235
471,SPY200911C240,0.0,0,<empty>,98.92%,1.08%,2.10%,0.07,-0.04,0.01,<empty>,1,0.135,0.0,91.82%,110.51,110.49,110.8,,,11 SEP 20,240
472,SPY200911C245,83.42,<empty>,20,99.55%,0.45%,0.88%,0.07,-0.02,0.01,20,20,0.045,0.0,77.02%,105.51,105.41,105.7,,,11 SEP 20,245
473,SPY200911C250,99.14,+9.40,1,99.04%,0.96%,1.88%,0.07,-0.04,0.01,1,12,0.11,0.0,80.79%,100.51,100.42,100.82,,,11 SEP 20,250
474,SPY200911C255,0.0,0,<empty>,98.80%,1.20%,2.35%,0.08,-0.04,0.01,<empty>,6,0.14,0.0,78.87%,95.51,95.5,95.8,,,11 SEP 20,255
475,SPY200911C260,78.09,<empty>,1,98.83%,1.17%,2.29%,0.08,-0.04,0.01,1,1,0.13,0.0,73.85%,90.51,90.49,90.79,,,11 SEP 20,260
476,SPY200911C265,84.08,+.69,6,98.68%,1.32%,2.58%,0.08,-0.05,0.02,6,6,0.145,0.0,70.62%,85.51,85.51,85.8,,,11 SEP 20,265
477,SPY200911C270,0.0,0,<empty>,98.52%,1.48%,2.90%,0.08,-0.05,0.02,<empty>,11,0.16,0.0,67.32%,80.51,80.52,80.82,,,11 SEP 20,270
478,SPY200911C275,62.17,<empty>,7,98.39%,1.61%,3.17%,0.08,-0.05,0.02,7,15,0.17,0.0,63.66%,75.51,75.53,75.83,,,11 SEP 20,275
479,SPY200911C280,56.54,<empty>,40,98.28%,1.72%,3.39%,0.08,-0.05,0.02,40,57,0.175,0.0,59.74%,70.51,70.54,70.83,,,11 SEP 20,280
480,SPY200911C285,64.16,+10.78,1,98.19%,1.81%,3.55%,0.08,-0.05,0.02,1,37,0.175,0.0,55.61%,65.51,65.62,65.75,,,11 SEP 20,285
481,SPY200911C290,60.34,+7.97,2,98.97%,1.03%,2.03%,0.09,-0.03,0.01,2,24,0.08,0.0,46.34%,60.51,60.45,60.73,,,11 SEP 20,290
482,SPY200911C295,55.71,+3.98,10,97.02%,2.98%,5.85%,0.09,-0.08,0.03,10,30,0.295,0.0,51.50%,55.51,55.7,55.91,,,11 SEP 20,295
483,SPY200911C297,53.94,0,0,98.22%,1.78%,3.51%,0.09,-0.04,0.02,0,104,0.145,0.0,44.59%,53.51,53.53,53.78,,,11 SEP 20,297
484,SPY200911C298,35.8,<empty>,2,97.40%,2.60%,5.12%,0.09,-0.06,0.03,2,2,0.235,0.0,47.14%,52.51,52.68,52.81,,,11 SEP 20,298
485,SPY200911C299,49.76,-1.27,1,97.99%,2.01%,3.97%,0.09,-0.05,0.03,1,11,0.165,0.0,43.85%,51.51,51.59,51.76,,,11 SEP 20,299
486,SPY200911C300,50.73,+1.37,1,97.68%,2.32%,4.57%,0.09,-0.05,0.03,1,"4,048",0.195,0.0,44.16%,50.51,50.59,50.82,,,11 SEP 20,300
487,SPY200911C301,30.13,<empty>,1,98.18%,1.82%,3.60%,0.09,-0.04,0.02,1,8,0.14,0.0,41.25%,49.51,49.58,49.72,,,11 SEP 20,301
488,SPY200911C302,46.59,+11.23,1,97.48%,2.52%,4.96%,0.09,-0.06,0.03,1,8,0.21,0.0,43.03%,48.51,48.62,48.82,,,11 SEP 20,302
489,SPY200911C303,46.32,+.16,1,97.45%,2.55%,5.03%,0.09,-0.06,0.03,1,34,0.21,0.0,42.22%,47.51,47.61,47.83,,,11 SEP 20,303
490,SPY200911C304,34.07,+.25,2,96.04%,3.96%,7.80%,0.09,-0.09,0.05,2,19,0.375,0.0,45.70%,46.51,46.75,47.02,,,11 SEP 20,304
491,SPY200911C305,45.63,0,0,97.15%,2.85%,5.63%,0.09,-0.06,0.03,0,"20,041",0.235,0.0,41.34%,45.51,45.64,45.85,,,11 SEP 20,305
492,SPY200911C306,29.69,-.21,2,97.15%,2.85%,5.62%,0.09,-0.06,0.03,2,15,0.23,0.0,40.37%,44.51,44.63,44.85,,,11 SEP 20,306
493,SPY200911C307,29.71,+.43,4,96.40%,3.60%,7.10%,0.09,-0.08,0.04,4,19,0.31,0.0,41.61%,43.51,43.69,43.95,,,11 SEP 20,307
494,SPY200911C308,28.26,+4.16,4,97.50%,2.50%,4.93%,0.09,-0.05,0.03,4,91,0.185,0.0,37.38%,42.51,42.63,42.76,,,11 SEP 20,308
495,SPY200911C309,41.53,0,0,96.78%,3.22%,6.35%,0.09,-0.06,0.04,0,11,0.255,0.0,38.57%,41.51,41.64,41.89,,,11 SEP 20,309
496,SPY200911C310,41.17,0,0,97.12%,2.88%,5.69%,0.09,-0.06,0.04,0,"42,350",0.215,0.0,36.66%,40.51,40.67,40.78,,,11 SEP 20,310
497,SPY200911C311,40.48,+1.56,1,96.22%,3.78%,7.47%,0.09,-0.07,0.04,1,37,0.305,0.0,38.09%,39.51,39.71,39.92,,,11 SEP 20,311
498,SPY200911C312,20.65,+3.29,19,96.20%,3.80%,7.51%,0.09,-0.07,0.04,19,28,0.3,0.0,37.12%,38.51,38.73,38.89,,,11 SEP 20,312
499,SPY200911C313,37.44,0,0,96.51%,3.49%,6.89%,0.09,-0.06,0.04,0,6,0.26,0.0,35.36%,37.51,37.64,37.9,,,11 SEP 20,313
500,SPY200911C314,23.26,+1.68,1,95.61%,4.39%,8.67%,0.09,-0.08,0.05,1,266,0.35,0.0,36.46%,36.51,36.79,36.93,,,11 SEP 20,314
501,SPY200911C315,35.1,0,0,94.47%,5.53%,10.92%,0.09,-0.1,0.06,0,71,0.475,0.0,37.81%,35.51,35.93,36.04,,,11 SEP 20,315
502,SPY200911C316,22.98,+1.77,1,95.04%,4.96%,9.79%,0.09,-0.09,0.06,1,89,0.395,0.0,35.55%,34.51,34.82,34.99,,,11 SEP 20,316
503,SPY200911C317,33.67,+3.45,1,95.74%,4.26%,8.41%,0.09,-0.07,0.05,1,200,0.31,0.0,33.08%,33.51,33.69,33.95,,,11 SEP 20,317
504,SPY200911C318,25.72,+2.66,6,94.46%,5.54%,10.95%,0.09,-0.09,0.06,6,539,0.44,0.0,34.54%,32.51,32.83,33.07,,,11 SEP 20,318
505,SPY200911C319,31.84,+3.57,3,93.71%,6.29%,12.43%,0.09,-0.1,0.07,3,364,0.515,0.01,34.78%,31.51,31.87,32.18,,,11 SEP 20,319
506,SPY200911C320,29.12,+3.56,15,94.28%,5.72%,11.31%,0.09,-0.09,0.06,15,"10,779",0.435,0.01,32.66%,30.51,30.83,31.06,,,11 SEP 20,320
507,SPY200911C321,18.8,-.80,1,93.80%,6.20%,12.26%,0.09,-0.1,0.07,1,752,0.475,0.01,32.36%,29.51,29.91,30.06,,,11 SEP 20,321
508,SPY200911C322,27.83,+.93,4,93.80%,6.20%,12.26%,0.09,-0.09,0.07,4,676,0.46,0.01,31.23%,28.51,28.88,29.06,,,11 SEP 20,322
509,SPY200911C323,27.75,0,0,93.48%,6.52%,12.90%,0.09,-0.1,0.07,0,671,0.48,0.01,30.61%,27.51,27.82,28.16,,,11 SEP 20,323
510,SPY200911C324,26.0,0,0,92.87%,7.13%,14.09%,0.09,-0.1,0.08,0,630,0.53,0.01,30.36%,26.51,26.96,27.12,,,11 SEP 20,324
511,SPY200911C325,26.51,+.20,7,91.96%,8.04%,15.89%,0.09,-0.11,0.08,7,"1,024",0.615,0.01,30.48%,25.51,26.01,26.24,,,11 SEP 20,325
512,SPY200911C326,24.99,0,0,91.94%,8.06%,15.94%,0.09,-0.11,0.08,0,"1,188",0.595,0.01,29.29%,24.51,25.04,25.17,,,11 SEP 20,326
513,SPY200911C327,23.93,0,0,90.84%,9.16%,18.12%,0.09,-0.12,0.09,0,"1,427",0.7,0.01,29.50%,23.51,24.1,24.32,,,11 SEP 20,327
514,SPY200911C328,23.07,-.24,1,90.90%,9.10%,18.00%,0.09,-0.12,0.09,1,903,0.665,0.01,28.14%,22.51,23.12,23.23,,,11 SEP 20,328
515,SPY200911C329,22.04,0,0,89.48%,10.52%,20.79%,0.09,-0.13,0.1,0,644,0.805,0.01,28.57%,21.51,22.25,22.38,,,11 SEP 20,329
516,SPY200911C330,20.51,0,0,90.67%,9.33%,18.48%,0.09,-0.11,0.1,0,"15,909",0.635,0.01,25.87%,20.51,21.1,21.19,,,11 SEP 20,330
517,SPY200911C331,20.06,0,0,88.28%,11.72%,23.17%,0.09,-0.14,0.11,0,625,0.88,0.01,27.21%,19.51,20.34,20.44,,,11 SEP 20,331
518,SPY200911C332,18.59,0,0,88.64%,11.36%,22.48%,0.09,-0.13,0.11,0,"1,712",0.795,0.01,25.42%,18.51,19.23,19.38,,,11 SEP 20,332
519,SPY200911C333,18.91,+.64,6,87.52%,12.48%,24.69%,0.09,-0.13,0.12,6,964,0.885,0.01,25.17%,17.51,18.35,18.44,,,11 SEP 20,333
520,SPY200911C334,17.78,+1.01,3,86.87%,13.13%,25.99%,0.09,-0.14,0.12,3,"1,133",0.915,0.01,24.36%,16.51,17.37,17.48,,,11 SEP 20,334
521,SPY200911C335,16.51,+.66,92,85.53%,14.47%,28.64%,0.09,-0.14,0.13,92,"1,146",1.025,0.01,24.14%,15.51,16.49,16.58,,,11 SEP 20,335
522,SPY200911C336,15.67,+.64,22,83.94%,16.06%,31.77%,0.08,-0.16,0.14,22,"2,535",1.165,0.02,24.05%,14.51,15.63,15.72,,,11 SEP 20,336
523,SPY200911C337,14.69,+.06,11,83.36%,16.64%,32.94%,0.08,-0.15,0.15,11,"1,143",1.165,0.02,22.92%,13.51,14.63,14.72,,,11 SEP 20,337
524,SPY200911C338,14.0,+.47,10,81.97%,18.03%,35.68%,0.08,-0.16,0.15,10,"1,908",1.265,0.02,22.43%,12.51,13.73,13.82,,,11 SEP 20,338
525,SPY200911C339,13.1,-.29,7,80.11%,19.89%,39.36%,0.08,-0.17,0.16,7,"1,216",1.425,0.02,22.25%,11.51,12.89,12.98,,,11 SEP 20,339
526,SPY200911C340,12.37,+.82,6,79.01%,20.99%,41.55%,0.08,-0.17,0.17,6,"5,922",1.465,0.02,21.26%,10.51,11.93,12.02,,,11 SEP 20,340
527,SPY200911C341,11.3,+.20,7,77.77%,22.23%,44.03%,0.08,-0.16,0.18,7,"2,847",1.51,0.02,20.27%,9.51,10.98,11.06,,,11 SEP 20,341
528,SPY200911C342,10.73,+.96,60,74.77%,25.23%,49.93%,0.08,-0.18,0.19,60,"1,512",1.82,0.02,20.67%,8.51,10.29,10.37,,,11 SEP 20,342
529,SPY200911C343,9.61,+.68,105,73.59%,26.41%,52.29%,0.08,-0.17,0.19,105,"4,442",1.81,0.03,19.27%,7.51,9.28,9.36,,,11 SEP 20,343
530,SPY200911C344,8.81,+.74,60,70.47%,29.53%,58.45%,0.07,-0.19,0.21,60,"2,888",2.13,0.03,19.48%,6.51,8.62,8.66,,,11 SEP 20,344
531,SPY200911C345,8.03,+.68,"9,255",67.84%,32.16%,63.64%,0.07,-0.19,0.21,"9,255","13,959",2.345,0.03,19.03%,5.51,7.83,7.88,,,11 SEP 20,345
532,SPY200911C346,7.04,+.39,133,65.62%,34.38%,68.07%,0.07,-0.18,0.22,133,"3,501",2.425,0.03,17.87%,4.51,6.92,6.95,,,11 SEP 20,346
533,SPY200911C347,6.19,+.48,237,62.46%,37.54%,74.30%,0.07,-0.18,0.23,237,"4,409",2.685,0.04,17.43%,3.51,6.18,6.21,,,11 SEP 20,347
534,SPY200911C348,5.49,+.29,604,59.05%,40.95%,81.05%,0.06,-0.19,0.23,604,"7,807",2.98,0.04,17.01%,2.51,5.48,5.5,,,11 SEP 20,348
535,SPY200911C349,4.94,+.44,306,55.38%,44.62%,88.29%,0.06,-0.19,0.24,306,"2,885",3.315,0.04,16.62%,1.51,4.81,4.84,,,11 SEP 20,349
536,SPY200911C350,4.21,+.26,"10,856",51.43%,48.57%,96.06%,0.05,-0.19,0.24,"10,856","15,342",3.795,0.04,16.68%,0.51,4.29,4.32,,,11 SEP 20,350
537,SPY200911C351,3.68,+.25,"2,661",47.44%,52.56%,95.90%,0.05,-0.18,0.24,"2,661","6,876",3.625,0.04,15.92%,0.0,3.61,3.64,,,11 SEP 20,351
538,SPY200911C352,3.1,+.22,"1,021",43.24%,56.76%,87.36%,0.05,-0.17,0.24,"1,021","2,599",3.095,0.04,15.60%,0.0,3.08,3.11,,,11 SEP 20,352
539,SPY200911C353,2.75,+.22,205,39.00%,61.00%,78.74%,0.04,-0.17,0.24,205,"4,455",2.62,0.04,15.33%,0.0,2.61,2.63,,,11 SEP 20,353
540,SPY200911C354,2.2,+.08,"1,015",34.87%,65.13%,70.37%,0.04,-0.16,0.23,"1,015","4,694",2.22,0.04,15.20%,0.0,2.21,2.23,,,11 SEP 20,354
541,SPY200911C355,1.8,+.12,"1,750",30.85%,69.15%,62.22%,0.03,-0.15,0.22,"1,750","8,754",1.86,0.04,15.06%,0.0,1.85,1.87,,,11 SEP 20,355
542,SPY200911C356,1.54,+.16,701,26.94%,73.06%,54.32%,0.03,-0.14,0.2,701,"2,233",1.535,0.04,14.88%,0.0,1.53,1.54,,,11 SEP 20,356
543,SPY200911C357,1.22,+.10,298,23.03%,76.97%,46.41%,0.02,-0.13,0.19,298,"2,326",1.225,0.03,14.58%,0.0,1.22,1.23,,,11 SEP 20,357
544,SPY200911C358,1.01,+.09,506,19.94%,80.06%,40.16%,0.02,-0.12,0.17,506,"3,503",1.025,0.03,14.66%,0.0,1.02,1.03,,,11 SEP 20,358
545,SPY200911C359,0.91,+.09,174,16.86%,83.14%,33.95%,0.02,-0.1,0.16,174,"1,205",0.825,0.03,14.56%,0.0,0.82,0.83,,,11 SEP 20,359
546,SPY200911C360,0.63,+.03,576,14.07%,85.93%,28.31%,0.02,-0.09,0.14,576,"2,622",0.655,0.03,14.46%,0.0,0.65,0.66,,,11 SEP 20,360
547,SPY200911C361,0.51,-.13,133,11.60%,88.40%,23.33%,0.01,-0.08,0.12,133,628,0.515,0.02,14.36%,0.0,0.51,0.52,,,11 SEP 20,361
548,SPY200911C362,0.46,+.07,"1,064",9.80%,90.20%,19.71%,0.01,-0.07,0.11,"1,064",907,0.425,0.02,14.51%,0.0,0.42,0.43,,,11 SEP 20,362
549,SPY200911C363,0.37,-.04,58,8.16%,91.84%,16.42%,0.01,-0.06,0.1,58,214,0.345,0.02,14.60%,0.0,0.34,0.35,,,11 SEP 20,363
550,SPY200911C364,0.3,+.02,21,6.86%,93.14%,13.80%,0.01,-0.05,0.08,21,176,0.285,0.02,14.77%,0.0,0.28,0.29,,,11 SEP 20,364
