Strike,BID,ASK,LAST,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,expire_days,expire_price,target,dt_predict,rf_predict,kn_predict
329.0,10.39,10.46,10.7,-0.66,440,43.22,56.78,83.27,-0.08,-0.35,0.3,3971,10.425,0.01,45.08,0.0,19,355.25,0,0,0,0
262.0,0.87,0.88,0.89,-0.07,1,5.53,94.47,10.73,-0.01,-0.11,0.07,2156,0.875,0.0,64.28,0.0,19,355.25,0,0,0,0
195.0,0.09,0.1,0.1,-0.01,1,0.74,99.26,1.42,0.0,-0.02,0.01,3299,0.095,0.0,91.75,0.0,19,355.25,0,0,0,0
325.0,7.15,7.27,7.15,-0.42,64,36.69,63.31,71.17,-0.02,-0.98,0.16,1652,7.21,0.01,72.33,0.0,5,347.65,0,0,0,0
265.0,0.52,0.57,0.57,-0.03,16,4.03,95.97,7.86,0.0,-0.23,0.03,768,0.545,0.0,103.24,0.0,5,347.65,0,0,0,0
313.0,4.44,4.54,4.62,0.04,14,24.98,75.02,48.53,-0.01,-0.85,0.13,57,4.49,0.01,78.95,0.0,5,347.65,0,0,0,0
241.0,0.41,0.43,0.54,-0.26,3,2.85,97.15,5.52,0.0,-0.06,0.04,3468,0.42,0.0,71.99,0.0,19,355.25,0,0,0,0
335.0,10.37,10.51,10.2,-1.52,304,49.09,50.91,95.07,-0.03,-0.99,0.17,358,10.44,0.01,66.05,0.0,5,347.65,0,0,0,0
332.5,10.59,10.73,10.84,0.0,100,46.46,53.54,89.72,-0.05,-0.49,0.25,0,10.66,0.01,50.51,0.0,12,354.71,0,0,0,0
332.5,9.46,9.59,9.6,-1.33,7,45.75,54.25,88.65,-0.02,-1.0,0.17,58,9.525,0.01,67.64,0.0,5,347.65,0,0,0,0
332.0,11.4,11.46,11.36,-1.03,846,46.43,53.57,89.42,-0.08,-0.34,0.31,5767,11.43,0.01,43.97,0.0,19,355.25,0,0,0,0
120.0,0.01,0.02,0.02,-0.01,500,0.15,99.85,0.28,0.0,0.0,0.0,17557,0.015,0.0,140.5,0.0,19,355.25,0,0,0,0
336.0,10.02,10.19,10.41,-0.43,85,50.28,49.72,97.55,-0.02,-1.41,0.14,32,10.105,0.02,74.96,0.0,3,339.59,0,0,0,0
328.0,10.07,10.14,10.27,-0.78,560,42.18,57.82,81.28,-0.07,-0.35,0.3,5309,10.105,0.01,45.43,0.0,19,355.25,0,0,0,0
205.0,0.13,0.14,0.13,-0.03,28,1.01,98.99,1.95,0.0,-0.03,0.01,10089,0.135,0.0,87.52,0.0,19,355.25,0,0,0,0
175.0,0.05,0.06,0.08,-0.01,25,0.45,99.55,0.87,0.0,-0.01,0.01,3042,0.055,0.0,102.41,0.0,19,355.25,0,0,0,0
277.0,1.56,1.58,1.55,-0.12,29,9.2,90.8,17.84,-0.01,-0.16,0.11,4998,1.57,0.0,59.79,0.0,19,355.25,0,0,0,0
308.0,5.19,5.25,5.35,0.09,1174,24.89,75.11,48.09,-0.04,-0.3,0.23,4136,5.22,0.01,51.82,0.0,19,355.25,0,0,0,0
231.0,0.3,0.31,0.3,-0.01,1,2.13,97.87,4.12,0.0,-0.05,0.03,1568,0.305,0.0,76.13,0.0,19,355.25,0,0,0,0
305.0,2.03,2.08,2.0,-0.04,150,14.86,85.14,29.05,0.0,-1.5,0.05,402,2.055,0.01,123.38,0.0,1,327.24,0,0,0,0
275.0,0.79,0.86,0.85,0.01,14,5.88,94.12,11.46,0.0,-0.31,0.04,13497,0.825,0.0,97.26,0.0,5,347.65,0,0,0,0
200.0,0.11,0.12,0.12,-0.01,186,0.87,99.13,1.69,0.0,-0.02,0.01,15739,0.115,0.0,89.77,0.0,19,355.25,0,0,0,0
256.0,0.7,0.71,0.72,0.08,5,4.56,95.44,8.84,-0.01,-0.09,0.06,5897,0.705,0.0,66.37,0.0,19,355.25,0,0,0,0
226.0,0.25,0.27,0.31,-0.06,8,1.84,98.16,3.56,0.0,-0.04,0.02,1484,0.26,0.0,78.23,0.0,19,355.25,0,0,0,0
295.0,1.21,1.25,1.23,-0.12,30,9.49,90.51,18.57,0.0,-1.0,0.04,269,1.23,0.0,131.84,0.0,1,327.24,0,0,0,0
185.0,0.06,0.07,0.07,-0.02,1,0.53,99.47,1.02,0.0,-0.01,0.01,7050,0.065,0.0,95.95,0.0,19,355.25,0,0,0,0
307.5,3.52,3.61,3.6,-0.04,127,20.65,79.35,40.15,-0.01,-0.77,0.11,1857,3.565,0.01,81.67,0.0,5,347.65,0,0,0,0
327.0,8.8,8.94,8.65,0.0,7,40.23,59.77,77.76,-0.05,-0.49,0.24,0,8.87,0.01,52.93,0.0,12,354.71,0,0,0,0
223.0,0.23,0.24,0.59,0.11,1,1.67,98.33,3.24,0.0,-0.04,0.02,1197,0.235,0.0,79.43,0.0,19,355.25,0,0,0,0
221.0,0.21,0.23,0.2,-0.03,3,1.58,98.42,3.06,0.0,-0.04,0.02,1508,0.22,0.0,80.27,0.0,19,355.25,0,0,0,0
240.0,0.4,0.42,0.42,-0.05,2159,2.78,97.22,5.4,0.0,-0.06,0.04,51971,0.41,0.0,72.49,0.0,19,355.25,0,0,0,0
229.0,0.28,0.29,0.28,-0.09,1,2.0,98.0,3.88,0.0,-0.05,0.03,4367,0.285,0.0,76.93,0.0,19,355.25,0,0,0,0
290.0,1.58,1.67,1.61,-0.13,2875,10.65,89.35,20.75,-0.01,-0.49,0.07,2121,1.625,0.0,89.7,0.0,5,347.65,0,0,0,0
233.0,0.32,0.33,0.41,-0.05,1,2.25,97.75,4.37,0.0,-0.05,0.03,3250,0.325,0.0,75.29,0.0,19,355.25,0,0,0,0
283.0,1.99,2.02,2.06,-0.24,55,11.32,88.68,21.93,-0.02,-0.18,0.13,4318,2.005,0.0,58.26,0.0,19,355.25,0,0,0,0
302.5,2.82,2.93,3.09,-0.07,9,17.26,82.74,33.56,-0.01,-0.69,0.1,284,2.875,0.01,84.09,0.0,5,347.65,0,0,0,0
292.0,2.84,2.88,2.94,-0.34,5,15.24,84.76,29.5,-0.02,-0.22,0.16,4688,2.86,0.0,55.94,0.0,19,355.25,0,0,0,0
321.0,6.13,6.23,6.19,0.36,3,32.42,67.58,62.91,-0.02,-0.95,0.15,23,6.18,0.01,74.63,0.0,5,347.65,0,0,0,0
238.0,0.37,0.39,0.38,-0.04,5,2.6,97.4,5.04,0.0,-0.06,0.03,7925,0.38,0.0,73.18,0.0,19,355.25,0,0,0,0
306.0,4.83,4.88,5.11,-0.11,121,23.49,76.51,45.39,-0.04,-0.29,0.22,4064,4.855,0.01,52.35,0.0,19,355.25,0,0,0,0
333.0,9.64,9.76,9.98,-0.97,65,46.41,53.59,89.91,-0.02,-0.99,0.17,306,9.7,0.01,67.31,0.0,5,347.65,0,0,0,0
289.0,2.53,2.56,2.61,-0.15,101,13.83,86.17,26.78,-0.02,-0.21,0.15,5694,2.545,0.0,56.72,0.0,19,355.25,0,0,0,0
335.0,8.43,8.51,8.28,-1.47,170,48.25,51.75,93.98,-0.01,-2.73,0.1,87,8.47,0.02,94.47,0.0,1,327.24,0,0,0,0
321.0,8.07,8.14,7.98,-0.95,372,35.41,64.59,68.3,-0.06,-0.34,0.28,6099,8.105,0.01,47.88,0.0,19,355.25,0,0,0,0
320.0,5.24,5.36,5.5,-0.57,97,30.13,69.87,58.6,-0.01,-1.32,0.12,46,5.3,0.01,86.63,0.0,3,339.59,0,0,0,0
315.0,5.77,5.89,6.11,0.0,48,28.73,71.27,55.62,-0.03,-0.46,0.2,0,5.83,0.01,57.74,0.0,12,354.71,0,0,0,0
313.0,6.18,6.25,6.25,-0.06,358,28.64,71.36,55.3,-0.05,-0.32,0.25,4382,6.215,0.01,50.39,0.0,19,355.25,0,0,0,0
245.0,0.24,0.27,0.27,-0.04,2,1.99,98.01,3.88,0.0,-0.13,0.02,19,0.255,0.0,116.62,0.0,5,347.65,0,0,0,0
285.0,1.25,1.34,1.25,-0.22,3124,8.75,91.25,17.04,0.0,-0.42,0.06,7221,1.295,0.0,92.14,0.0,5,347.65,0,0,0,0
300.0,3.22,3.33,3.36,0.0,183,17.93,82.07,34.78,-0.02,-0.36,0.15,0,3.275,0.01,62.84,0.0,12,354.71,0,0,0,0
282.0,1.91,1.94,2.0,-0.07,15,10.94,89.06,21.19,-0.02,-0.18,0.12,3216,1.925,0.0,58.5,0.0,19,355.25,0,0,0,0
330.0,9.74,9.88,9.66,0.0,294,43.55,56.45,84.14,-0.05,-0.5,0.25,0,9.81,0.01,51.62,0.0,12,354.71,0,0,0,0
322.0,8.34,8.39,8.32,-0.87,12874,36.32,63.68,70.05,-0.06,-0.34,0.28,6188,8.365,0.01,47.53,0.0,19,355.25,0,0,0,0
329.0,8.31,8.44,8.44,0.69,52,41.35,58.65,80.16,-0.02,-1.0,0.16,123,8.375,0.01,69.87,0.0,5,347.65,0,0,0,0
234.0,0.33,0.34,0.35,0.02,2,2.32,97.68,4.49,0.0,-0.05,0.03,2401,0.335,0.0,74.85,0.0,19,355.25,0,0,0,0
330.0,6.73,6.81,6.83,-0.98,315,40.46,59.54,78.87,-0.01,-2.72,0.09,386,6.77,0.02,99.76,0.0,1,327.24,0,0,0,0
331.0,8.95,9.08,9.3,0.18,4,43.83,56.17,84.93,-0.02,-1.0,0.17,103,9.015,0.01,68.6,0.0,5,347.65,0,0,0,0
310.0,4.79,4.9,4.95,0.0,25,24.72,75.28,47.88,-0.03,-0.43,0.18,0,4.845,0.01,59.55,0.0,12,354.71,0,0,0,0
140.0,0.01,0.02,0.02,-0.02,60,0.14,99.86,0.28,0.0,0.0,0.0,4669,0.015,0.0,120.27,0.0,19,355.25,0,0,0,0
333.0,11.75,11.82,11.6,-1.31,1044,47.54,52.46,91.54,-0.08,-0.34,0.31,11294,11.785,0.01,43.6,0.0,19,355.25,0,0,0,0
334.0,9.27,9.43,9.05,-0.68,150,47.37,52.63,91.94,-0.02,-1.43,0.14,6,9.35,0.01,76.54,0.0,3,339.59,0,0,0,0
295.0,2.62,2.71,2.82,0.0,10,15.12,84.88,29.33,-0.02,-0.32,0.13,0,2.665,0.01,64.38,0.0,12,354.71,0,0,0,0
267.0,1.05,1.07,1.05,0.08,2,6.55,93.45,12.69,-0.01,-0.12,0.08,2617,1.06,0.0,62.7,0.0,19,355.25,0,0,0,0
279.0,1.69,1.72,1.66,0.01,41,9.87,90.13,19.13,-0.02,-0.17,0.11,3771,1.705,0.0,59.28,0.0,19,355.25,0,0,0,0
278.0,1.62,1.65,1.69,0.03,31,9.53,90.47,18.47,-0.01,-0.16,0.11,2909,1.635,0.0,59.52,0.0,19,355.25,0,0,0,0
217.0,0.19,0.2,0.46,-0.02,1,1.41,98.59,2.74,0.0,-0.04,0.02,1410,0.195,0.0,82.08,0.0,19,355.25,0,0,0,0
334.0,12.11,12.17,12.01,-1.21,1087,48.66,51.34,93.69,-0.09,-0.34,0.31,2668,12.14,0.01,43.19,0.0,19,355.25,0,0,0,0
284.0,2.07,2.1,2.14,0.02,205,11.7,88.3,22.67,-0.02,-0.19,0.13,5411,2.085,0.0,57.98,0.0,19,355.25,0,0,0,0
336.0,12.87,12.94,12.6,-1.59,1010,50.96,49.04,98.09,-0.09,-0.34,0.31,2964,12.905,0.01,42.45,0.0,19,355.25,0,0,0,0
285.0,1.71,1.78,1.75,0.0,7,10.58,89.42,20.55,-0.01,-0.25,0.1,0,1.745,0.0,67.49,0.0,12,354.71,0,0,0,0
325.0,6.46,6.59,6.6,-0.06,8,35.65,64.35,69.3,-0.01,-1.4,0.13,38,6.525,0.01,83.21,0.0,3,339.59,0,0,0,0
334.0,8.06,8.14,8.11,-0.15,38,46.62,53.38,90.81,-0.01,-2.74,0.1,107,8.1,0.02,95.53,0.0,1,327.24,0,0,0,0
